o_place,d_place,cnt,o_lat,o_lon,d_lat,d_lon
Hawaii,Massachusetts,5,21.535,-158.223,42.332,-71.086
Florida,Utah,12,28.043,-81.683,40.869,-111.917
Kentucky,Kansas,9,37.961,-84.591,38.55,-98.094
Ohio,Wisconsin,11,39.82,-83.804,43.516,-88.373
Delaware,California,4,39.669,-75.633,34.503,-118.55
Ohio,Ohio,72884,40.571,-82.656,40.563,-82.658
Illinois,New Jersey,15,41.409,-88.06,40.567,-74.5
Texas,Florida,221,30.994,-97.252,27.581,-81.425
Arizona,Arkansas,4,34.466,-112.46,35.405,-92.187
Michigan,Washington,12,42.487,-83.895,47.56,-122.257
South Dakota,Oklahoma,1,45.432,-104.014,36.897,-99.956
South Carolina,Kentucky,5,34.219,-80.737,38.155,-84.737
Delaware,Massachusetts,5,39.059,-75.466,42.344,-71.076
Connecticut,California,20,41.325,-73.116,35.101,-119.283
Mississippi,Massachusetts,3,33.134,-90.766,42.206,-70.754
Minnesota,Virginia,4,44.693,-93.277,38.339,-78.089
New York,Massachusetts,288,41.309,-74.306,42.279,-71.488
Virginia,Vermont,1,38.881,-77.102,44.493,-73.226
Iowa,Washington,2,42.382,-92.819,47.419,-122.393
Wisconsin,Indiana,35,43.503,-88.811,40.5,-86.417
Texas,California,508,31.446,-97.861,34.966,-119.009
Ohio,Kentucky,459,39.352,-84.063,38.628,-84.745
Utah,California,111,39.768,-111.906,35.448,-119.253
Missouri,Illinois,445,38.649,-90.836,39.487,-89.483
Minnesota,Maryland,3,44.885,-93.227,39.09,-76.754
Pennsylvania,Wyoming,2,40.337,-77.921,44.122,-110.573
West Virginia,California,5,38.558,-80.852,34.571,-118.73
Oregon,South Carolina,3,45.514,-122.739,33.497,-80.767
Florida,Iowa,26,29.075,-82.127,41.8,-93.178
North Carolina,Indiana,19,35.384,-80.365,40.122,-86.266
Kansas,Tennessee,17,39.044,-97.284,35.557,-87.51
Kentucky,Alabama,12,37.435,-86.061,32.859,-86.571
Delaware,Ohio,2,39.722,-75.66,41.161,-81.643
Nebraska,Michigan,4,40.813,-97.683,42.704,-84.348
New Mexico,District of Columbia,1,35.711,-107.301,38.899,-77.014
Maryland,Connecticut,32,39.225,-76.829,41.396,-73.036
South Carolina,Colorado,5,34.701,-82.261,39.534,-105.209
Ohio,Oregon,4,40.67,-82.739,45.068,-123.349
Ohio,Georgia,80,40.199,-83.058,33.232,-83.671
New York,Virginia,225,40.939,-74.133,38.129,-77.84
Minnesota,Maine,1,47.64,-96.226,43.518,-70.377
Pennsylvania,Kentucky,25,40.69,-78.246,38.284,-85.192
Wyoming,Florida,3,43.378,-109.644,27.585,-81.649
Arizona,Washington,58,33.718,-112.122,47.386,-122.02
South Dakota,New Mexico,1,44.075,-103.233,35.117,-106.633
Connecticut,North Carolina,17,41.706,-72.775,35.562,-79.592
Wisconsin,Missouri,9,44.049,-89.796,38.976,-92.404
New Mexico,New York,19,34.958,-105.767,40.799,-73.941
Wyoming,Arizona,1,41.308,-105.606,32.328,-110.851
Wyoming,Pennsylvania,1,44.934,-107.398,39.917,-77.6
Tennessee,New Jersey,14,35.614,-86.001,40.62,-74.271
Georgia,Wisconsin,16,33.661,-84.386,43.304,-88.868
Mississippi,Minnesota,2,32.886,-89.678,45.706,-93.311
Illinois,Ohio,167,41.56,-88.04,40.561,-82.77
Connecticut,Rhode Island,98,41.46,-72.379,41.671,-71.519
California,Alaska,13,35.641,-119.445,64.059,-148.572
Illinois,Illinois,73464,41.609,-88.053,41.584,-88.067
Virginia,Ohio,38,37.978,-77.777,40.31,-82.826
Arkansas,Florida,5,35.167,-93.121,29.262,-81.978
Rhode Island,Georgia,2,41.823,-71.368,33.188,-83.813
Alabama,Connecticut,1,34.016,-86.908,41.829,-72.751
South Carolina,Maryland,29,33.665,-79.741,39.061,-76.61
Georgia,Virginia,106,33.552,-83.833,37.499,-77.872
Mississippi,Rhode Island,1,32.474,-90.134,41.699,-71.437
Washington,Wisconsin,9,46.831,-122.137,43.255,-88.822
North Carolina,Montana,2,35.209,-80.847,46.212,-110.62
Oklahoma,Connecticut,1,36.154,-95.993,41.321,-73.089
Maine,North Carolina,1,43.595,-70.233,35.402,-77.162
Colorado,Mississippi,7,39.615,-105.478,32.926,-89.693
Michigan,Arkansas,3,42.927,-83.772,34.747,-91.919
Pennsylvania,Massachusetts,48,40.374,-76.579,42.318,-71.497
New Jersey,Maryland,146,40.399,-74.488,39.132,-76.656
Georgia,Wyoming,1,33.943,-84.306,43.0,-107.555
Iowa,Kentucky,3,41.279,-94.249,37.572,-85.195
Louisiana,District of Columbia,8,30.041,-90.381,38.9,-77.031
Arkansas,Colorado,4,35.385,-92.314,39.448,-105.207
Colorado,South Carolina,1,39.207,-106.84,32.19,-80.749
Hawaii,Kansas,3,21.32,-157.8,37.992,-96.068
Massachusetts,New Mexico,2,42.345,-71.101,35.487,-104.962
New Mexico,Virginia,2,35.396,-103.484,37.872,-76.654
California,Tennessee,73,34.698,-118.751,35.806,-87.264
Michigan,Colorado,22,42.647,-84.076,39.449,-104.988
Nebraska,Virginia,2,41.676,-98.009,37.835,-76.695
Colorado,Oklahoma,21,38.822,-105.44,35.586,-97.961
Maryland,Idaho,1,39.436,-76.802,44.26,-113.446
California,Kentucky,20,34.373,-118.308,38.012,-85.369
Nebraska,Ohio,3,41.282,-96.996,40.745,-82.118
North Carolina,Oregon,1,35.844,-78.658,44.145,-120.583
District of Columbia,Florida,31,38.903,-77.022,27.655,-81.318
Delaware,Rhode Island,2,39.543,-75.767,41.793,-71.403
Kansas,Louisiana,3,39.47,-98.729,30.145,-90.283
New York,Wisconsin,13,41.327,-74.78,43.723,-88.788
Virginia,Indiana,8,37.736,-78.076,40.057,-86.306
Pennsylvania,North Carolina,49,40.171,-76.466,35.476,-79.704
Arizona,Alabama,7,33.264,-112.016,32.909,-86.833
Rhode Island,Rhode Island,5578,41.763,-71.443,41.762,-71.443
Missouri,Arkansas,74,37.545,-92.277,35.418,-92.571
New Hampshire,Texas,2,43.641,-71.263,32.795,-97.218
Tennessee,New York,72,35.794,-86.449,40.994,-74.17
Florida,Missouri,34,27.858,-81.717,38.766,-91.901
North Carolina,West Virginia,41,35.443,-80.511,38.388,-81.039
Tennessee,Florida,97,35.859,-85.945,27.923,-82.011
Tennessee,Iowa,6,35.895,-86.189,41.858,-93.254
Kentucky,Wisconsin,3,38.446,-84.844,44.138,-88.327
Florida,Texas,293,27.638,-81.548,31.062,-97.295
New Jersey,Florida,88,40.593,-74.255,27.205,-81.126
District of Columbia,Virginia,1090,38.897,-77.019,38.686,-77.392
South Carolina,Rhode Island,1,32.914,-80.046,41.72,-71.258
Tennessee,West Virginia,9,35.623,-85.369,38.526,-80.857
South Carolina,Louisiana,10,34.39,-82.083,30.569,-90.952
New Mexico,Illinois,12,34.963,-106.799,41.147,-88.13
New Jersey,Texas,46,40.618,-74.295,31.011,-96.627
Maine,New Jersey,5,44.399,-69.878,40.547,-74.307
Mississippi,Louisiana,224,31.517,-89.734,30.518,-90.844
Mississippi,California,8,32.241,-90.356,35.267,-119.716
Minnesota,Alabama,2,45.077,-93.442,33.541,-86.521
Arizona,Nevada,184,34.596,-112.663,36.344,-115.34
Washington,Virginia,11,47.555,-122.321,37.663,-77.239
Nevada,Missouri,17,36.091,-115.134,38.826,-93.299
District of Columbia,Wisconsin,3,38.899,-77.014,44.901,-89.569
Indiana,Tennessee,65,39.555,-86.575,35.917,-86.512
Georgia,Idaho,3,33.151,-84.729,46.128,-115.505
Georgia,Alabama,447,33.434,-84.492,32.737,-86.352
Iowa,Hawaii,2,42.56,-94.375,21.368,-157.986
District of Columbia,New Jersey,58,38.903,-77.013,40.436,-74.463
Colorado,Connecticut,4,39.612,-105.992,41.594,-72.909
Hawaii,Illinois,6,21.275,-157.609,41.459,-88.05
Kentucky,Connecticut,2,37.647,-84.6,41.628,-72.734
New Jersey,Minnesota,13,40.471,-74.399,45.431,-93.494
Delaware,Connecticut,3,39.799,-75.558,41.379,-73.211
Delaware,Washington,1,39.271,-75.54,47.615,-122.331
Mississippi,Oklahoma,9,33.356,-89.341,35.871,-96.968
Oklahoma,Tennessee,28,35.394,-96.987,35.642,-88.179
South Dakota,Iowa,22,43.148,-96.89,42.398,-95.321
Wisconsin,Montana,1,43.108,-89.526,45.688,-111.083
Maryland,Maine,3,39.018,-76.877,44.248,-69.793
Washington,North Carolina,6,47.303,-121.821,35.273,-80.188
Kansas,Utah,9,39.037,-97.44,39.846,-111.149
Florida,Florida,120651,27.403,-81.355,27.402,-81.355
Connecticut,Illinois,11,41.662,-72.751,41.817,-87.862
Utah,Montana,9,40.884,-111.886,46.63,-110.418
Montana,Florida,1,45.778,-111.161,27.943,-82.452
Indiana,Massachusetts,4,40.059,-86.62,42.446,-71.15
West Virginia,New York,15,38.824,-80.502,40.915,-74.194
Washington,Nevada,38,47.412,-122.217,36.979,-115.847
Michigan,Massachusetts,7,42.38,-83.297,42.34,-71.478
Vermont,Tennessee,1,44.934,-72.207,36.2,-86.792
South Dakota,Washington,7,44.583,-100.533,47.784,-122.241
Ohio,Maryland,50,40.533,-82.446,39.169,-76.949
Pennsylvania,Iowa,1,40.41,-79.933,42.167,-95.311
Wyoming,California,6,42.259,-107.131,36.693,-119.34
Idaho,New York,3,45.598,-115.759,40.724,-73.835
Tennessee,New Hampshire,1,36.551,-87.322,44.001,-71.566
Pennsylvania,New Mexico,5,40.485,-76.188,34.102,-105.552
Iowa,Illinois,190,41.628,-91.488,41.35,-89.146
North Carolina,North Carolina,52340,35.562,-79.801,35.54,-79.825
Utah,Kansas,6,39.415,-110.94,38.825,-96.878
Wyoming,South Dakota,5,42.338,-106.011,44.354,-100.359
New York,Ohio,129,41.447,-75.231,40.615,-82.413
Michigan,Ohio,317,42.262,-83.569,41.048,-83.223
Mississippi,New Mexico,2,34.321,-89.338,35.31,-107.693
Georgia,Ohio,56,33.496,-83.995,40.485,-82.736
Idaho,South Carolina,2,45.337,-115.808,33.807,-81.196
Maryland,Arizona,13,39.141,-76.744,33.554,-111.958
Louisiana,New Jersey,8,30.534,-90.865,40.417,-74.351
Louisiana,Michigan,11,30.262,-90.526,42.614,-84.162
Virginia,Nebraska,5,38.896,-77.133,40.984,-97.458
New Mexico,Massachusetts,7,34.373,-105.796,42.287,-71.182
South Carolina,Alaska,1,34.0,-81.0,60.125,-149.433
Wisconsin,Kentucky,6,43.087,-88.256,38.024,-84.675
Tennessee,Nebraska,2,36.2,-86.792,41.276,-96.053
Iowa,California,23,41.698,-92.931,35.441,-118.942
Maryland,Alabama,7,39.081,-76.903,33.666,-86.749
Colorado,Kansas,51,39.5,-104.79,38.718,-98.661
South Dakota,Arizona,1,43.116,-98.342,33.357,-112.062
Oklahoma,Mississippi,12,35.703,-97.058,33.656,-89.423
Hawaii,Oklahoma,1,21.309,-157.864,35.384,-99.967
Montana,Missouri,1,47.061,-105.802,38.501,-90.65
Illinois,New Hampshire,3,41.227,-88.084,43.244,-71.474
Alabama,Florida,139,32.054,-86.642,29.211,-84.096
New Jersey,California,99,40.564,-74.266,35.38,-119.51
Maine,Florida,1,43.696,-70.293,27.301,-80.345
Oregon,Tennessee,6,45.133,-121.652,36.149,-86.66
Minnesota,Wisconsin,210,45.003,-93.11,44.603,-90.437
Missouri,Utah,6,38.907,-92.457,40.096,-112.277
Nevada,Utah,90,37.009,-115.094,39.332,-112.311
Hawaii,Alaska,6,21.19,-157.562,61.286,-147.55
Indiana,Arkansas,15,40.728,-86.239,35.241,-91.99
Colorado,Iowa,13,39.219,-104.643,42.014,-93.727
Vermont,Minnesota,1,45.005,-72.099,44.971,-93.262
Arkansas,Illinois,23,35.262,-92.669,41.158,-88.324
Arizona,Michigan,21,33.795,-111.86,42.472,-83.478
North Dakota,Arizona,7,47.998,-100.554,33.848,-112.065
Washington,Colorado,25,47.477,-121.71,39.191,-105.245
Wyoming,Utah,9,42.283,-108.529,40.531,-111.808
West Virginia,Louisiana,1,38.095,-80.11,29.983,-90.011
Massachusetts,Pennsylvania,55,42.312,-71.446,40.311,-76.06
Georgia,Kentucky,65,33.63,-84.119,37.795,-85.583
Connecticut,Delaware,3,41.485,-72.994,39.645,-75.641
Texas,New Mexico,372,31.955,-101.451,33.55,-105.966
Kansas,Wyoming,1,40.0,-100.0,42.075,-104.243
Utah,Rhode Island,2,40.766,-111.917,41.614,-71.317
Massachusetts,Michigan,16,42.196,-71.049,42.477,-83.9
Kentucky,Minnesota,3,38.23,-85.402,45.309,-93.414
Arkansas,Maryland,6,34.774,-92.387,39.253,-76.9
Wyoming,New Jersey,1,41.104,-108.104,39.79,-75.029
New Mexico,Florida,13,33.794,-106.712,27.579,-81.396
Tennessee,Washington,11,35.736,-86.103,47.484,-122.102
Florida,Connecticut,29,27.076,-80.878,41.548,-72.913
California,New Hampshire,6,35.542,-120.0,43.215,-71.678
Ohio,Iowa,8,39.845,-83.234,41.662,-93.139
West Virginia,Missouri,1,38.43,-82.015,37.827,-92.138
New Jersey,Pennsylvania,1343,40.227,-74.714,40.31,-75.734
Pennsylvania,Alaska,1,41.407,-75.656,61.193,-149.887
Missouri,Washington,7,38.771,-93.479,47.614,-122.251
New Jersey,New York,3332,40.679,-74.184,40.851,-73.986
Alabama,South Carolina,18,32.782,-86.533,33.689,-80.737
Wisconsin,New Mexico,1,43.138,-87.903,35.117,-106.633
Mississippi,Michigan,2,33.565,-89.483,42.094,-84.917
Utah,Indiana,1,40.684,-111.882,40.239,-87.379
South Carolina,Hawaii,1,34.844,-82.385,19.951,-155.86
Arizona,Nebraska,5,33.516,-112.028,41.292,-96.497
Ohio,Colorado,20,40.148,-82.934,39.207,-105.193
Kansas,Michigan,17,38.818,-97.752,42.586,-83.791
North Dakota,Colorado,7,47.023,-100.526,39.483,-105.231
Nevada,Maryland,5,36.127,-115.107,39.138,-76.864
Colorado,Alabama,3,39.334,-105.029,33.24,-86.672
Ohio,North Carolina,46,40.099,-83.141,35.431,-80.71
South Carolina,South Carolina,19509,34.005,-80.879,33.976,-80.893
Montana,Virginia,1,45.744,-111.195,38.003,-79.421
Nebraska,Connecticut,1,41.256,-95.93,41.381,-72.861
Iowa,New Mexico,2,42.329,-94.402,33.946,-106.877
Virginia,Washington,16,38.079,-77.053,47.555,-122.259
Minnesota,Florida,28,45.16,-93.338,27.713,-81.947
Rhode Island,Missouri,1,41.817,-71.422,38.63,-90.334
Connecticut,West Virginia,2,41.619,-72.243,38.948,-80.275
Alabama,New York,21,33.329,-86.886,40.86,-73.991
West Virginia,Idaho,1,39.322,-81.539,43.598,-116.238
Kansas,West Virginia,5,39.553,-98.405,38.931,-80.178
Oklahoma,South Dakota,1,36.967,-101.222,45.629,-100.857
Hawaii,Montana,1,21.971,-159.36,45.315,-106.246
Nebraska,Oklahoma,3,40.632,-96.597,35.297,-97.781
Wisconsin,South Carolina,2,43.032,-88.847,34.213,-81.634
Texas,Vermont,1,29.838,-95.446,43.872,-72.451
Utah,District of Columbia,2,40.565,-111.839,38.902,-77.029
Connecticut,Maryland,23,41.47,-72.868,39.179,-76.728
Montana,Minnesota,1,46.879,-114.031,46.442,-93.361
West Virginia,Kentucky,34,38.359,-81.73,38.053,-84.794
New Jersey,New Jersey,50569,40.466,-74.395,40.459,-74.399
Washington,Massachusetts,9,47.572,-122.31,42.202,-71.12
Minnesota,New York,21,45.176,-93.387,40.772,-73.865
South Dakota,North Dakota,5,44.509,-100.987,46.914,-99.699
California,Arkansas,13,33.861,-118.038,34.72,-92.715
Kentucky,Tennessee,267,37.426,-86.089,36.134,-86.477
Montana,Indiana,1,45.744,-111.195,40.485,-85.607
Ohio,Texas,49,40.186,-83.159,31.973,-97.985
Wisconsin,West Virginia,1,43.995,-90.507,38.347,-81.634
Nebraska,Wisconsin,7,41.189,-98.701,43.613,-89.373
Nevada,Louisiana,5,36.127,-115.433,30.604,-90.756
Texas,Michigan,32,31.768,-96.777,42.475,-83.798
Michigan,New York,73,42.462,-83.882,41.288,-74.73
Louisiana,Arizona,10,30.091,-90.567,33.456,-111.83
Missouri,Montana,1,38.627,-90.199,46.85,-113.987
Georgia,Alaska,1,33.749,-84.388,61.133,-149.868
Illinois,Iowa,196,41.478,-89.308,41.654,-91.771
Utah,Alaska,1,38.556,-109.531,57.804,-152.39
Ohio,Louisiana,5,41.279,-81.762,30.147,-90.419
Kansas,Rhode Island,1,38.85,-96.105,41.577,-71.478
Oregon,Missouri,1,44.569,-123.279,38.747,-90.348
New Hampshire,Pennsylvania,5,43.166,-71.274,40.384,-76.258
North Dakota,Illinois,4,47.818,-99.371,41.864,-87.752
Oklahoma,New York,10,35.852,-96.45,40.804,-73.933
Colorado,Louisiana,16,39.253,-105.431,31.255,-91.639
Kentucky,Utah,1,38.592,-83.96,40.552,-111.882
New Jersey,Nebraska,1,40.695,-74.067,41.276,-96.053
Connecticut,New York,634,41.332,-73.106,41.022,-73.965
Minnesota,Missouri,8,44.863,-93.276,38.916,-93.014
Oregon,Delaware,1,45.298,-117.811,39.092,-75.578
Kentucky,Delaware,1,38.196,-85.722,39.679,-75.756
Connecticut,Michigan,7,41.577,-72.676,42.404,-84.545
Texas,District of Columbia,19,31.504,-97.04,38.897,-77.023
Colorado,District of Columbia,4,39.302,-105.709,38.903,-77.023
Michigan,Oklahoma,5,42.394,-83.781,36.147,-98.465
Indiana,Louisiana,8,39.413,-86.435,30.4,-91.161
Nebraska,Texas,17,41.151,-96.26,31.413,-97.392
South Dakota,Nevada,1,43.162,-103.546,39.527,-119.822
Pennsylvania,District of Columbia,67,40.142,-76.167,38.894,-77.014
Montana,Illinois,4,46.238,-110.782,41.583,-88.045
California,New Mexico,145,34.536,-118.522,34.546,-106.274
Maryland,Georgia,52,39.121,-76.79,33.486,-84.078
Oklahoma,Alabama,7,35.599,-96.926,33.314,-86.49
Kansas,Maryland,5,39.063,-97.441,39.272,-76.712
Colorado,Idaho,9,39.633,-105.542,43.602,-114.637
Indiana,Utah,1,40.717,-86.638,37.605,-113.373
Iowa,Wyoming,1,41.576,-93.606,41.308,-105.606
Colorado,Minnesota,13,39.805,-104.989,45.67,-93.34
New Jersey,Georgia,41,40.503,-74.404,33.209,-83.585
Colorado,Missouri,17,38.981,-104.414,39.249,-93.436
Kansas,Montana,1,37.479,-100.855,44.853,-111.392
Michigan,Georgia,42,42.46,-83.46,33.465,-83.993
New Mexico,South Carolina,1,35.472,-106.071,33.718,-78.961
Minnesota,District of Columbia,5,44.915,-93.269,38.901,-77.013
Montana,California,10,46.869,-112.884,34.983,-118.909
Oklahoma,Wyoming,2,35.982,-95.933,44.369,-107.298
Mississippi,Illinois,11,33.599,-90.02,39.943,-88.604
Oklahoma,New Mexico,27,35.697,-97.063,35.068,-106.123
Idaho,Wyoming,3,42.976,-112.638,42.701,-108.205
Iowa,Texas,16,41.618,-93.174,32.186,-99.105
Kentucky,Louisiana,8,37.999,-84.84,30.388,-90.583
Wyoming,Georgia,1,44.07,-104.126,33.535,-84.893
Texas,Hawaii,22,32.046,-97.865,20.935,-157.31
Kansas,Nevada,15,38.432,-97.862,36.733,-115.397
Maine,Illinois,2,43.671,-70.302,41.834,-87.732
Louisiana,Utah,1,30.469,-90.055,40.344,-111.897
Colorado,Michigan,9,39.114,-104.974,42.571,-83.396
Oregon,Alaska,5,45.531,-122.647,60.363,-150.465
Kentucky,California,26,38.045,-85.386,35.525,-119.761
New Mexico,Pennsylvania,3,34.981,-106.168,40.153,-77.551
Washington,New York,24,47.573,-122.185,40.99,-74.33
Missouri,Arizona,20,38.324,-91.699,33.469,-111.934
New York,Arizona,41,40.858,-74.214,33.699,-111.938
New Mexico,Arizona,123,34.535,-106.968,33.862,-111.646
Maryland,Ohio,43,39.171,-76.98,40.563,-82.68
Nevada,Connecticut,3,36.111,-115.113,41.797,-72.678
Georgia,South Carolina,455,33.292,-83.037,33.724,-81.184
Montana,Tennessee,1,48.507,-111.856,35.046,-85.31
Wisconsin,Arizona,5,43.627,-88.947,33.526,-112.0
Kansas,Colorado,47,38.824,-98.587,39.204,-105.008
Maine,Minnesota,2,44.133,-68.867,46.286,-94.768
Alaska,Arizona,1,61.235,-149.759,33.553,-112.125
Nebraska,California,25,40.842,-97.749,35.645,-119.402
Iowa,Iowa,11686,41.854,-92.911,41.857,-92.947
Pennsylvania,Alabama,12,40.233,-77.021,33.184,-86.613
Wisconsin,Florida,13,43.112,-88.375,27.9,-81.891
Kansas,Wisconsin,6,39.237,-97.754,43.204,-88.527
Connecticut,Kentucky,3,41.428,-72.957,37.662,-86.214
Nebraska,Rhode Island,1,41.014,-103.786,41.706,-71.432
Colorado,Massachusetts,14,39.643,-104.902,42.309,-71.107
Maryland,North Dakota,6,38.799,-76.914,47.992,-99.709
Montana,New York,1,45.688,-111.083,40.655,-73.949
Louisiana,Virginia,12,30.275,-90.748,37.66,-77.635
Alabama,Washington,2,31.936,-85.38,46.846,-120.322
Minnesota,California,48,44.978,-93.315,35.517,-119.455
New Hampshire,Idaho,1,42.94,-71.534,47.083,-117.023
West Virginia,Indiana,6,39.041,-81.299,39.971,-85.962
Washington,North Dakota,1,46.198,-119.124,47.083,-99.61
New York,New York,135891,41.173,-74.431,41.181,-74.436
New York,New Jersey,3440,40.811,-73.962,40.655,-74.208
Alabama,Indiana,14,34.0,-86.792,39.42,-86.444
Idaho,Alaska,1,43.598,-116.238,61.235,-149.759
Colorado,Georgia,23,39.542,-104.887,33.479,-84.13
North Carolina,District of Columbia,59,35.657,-79.578,38.897,-77.016
District of Columbia,Illinois,19,38.898,-77.018,41.453,-88.07
Oklahoma,District of Columbia,8,36.01,-96.282,38.896,-77.028
Montana,Massachusetts,2,45.945,-110.336,42.309,-71.014
Georgia,Iowa,6,33.459,-83.612,41.924,-94.288
New York,Delaware,36,40.771,-73.961,39.492,-75.547
Missouri,West Virginia,5,39.104,-92.391,38.584,-81.59
Idaho,Alabama,2,43.079,-115.351,33.082,-85.969
New York,Colorado,49,40.871,-74.024,39.25,-105.087
Massachusetts,Missouri,1,42.405,-71.052,39.237,-93.08
District of Columbia,Texas,23,38.897,-77.018,30.356,-96.813
North Carolina,Mississippi,18,35.439,-80.452,32.549,-89.253
South Dakota,Utah,2,44.075,-103.233,40.586,-111.892
Arizona,Oklahoma,25,33.97,-111.821,35.661,-96.857
North Dakota,Maryland,1,46.879,-96.785,39.054,-76.872
Virginia,New Mexico,2,38.388,-77.917,33.823,-103.505
Utah,New Mexico,9,40.281,-111.968,35.249,-106.749
Kansas,Idaho,4,39.235,-99.014,43.603,-116.233
Maine,Connecticut,8,44.301,-69.828,41.67,-72.479
Missouri,Oklahoma,80,37.894,-93.004,35.857,-96.781
Michigan,Wisconsin,36,44.072,-86.018,44.24,-88.674
Kentucky,Michigan,21,38.162,-84.631,42.463,-83.611
Michigan,Illinois,163,42.523,-84.644,41.64,-87.964
Kentucky,New York,38,37.669,-84.818,41.054,-74.238
Idaho,Kansas,2,43.593,-116.482,39.59,-99.529
Vermont,Vermont,1375,44.142,-72.915,44.122,-72.873
Oregon,Michigan,4,45.246,-121.723,42.289,-83.653
North Carolina,Georgia,301,35.483,-80.386,33.304,-83.59
New Jersey,Mississippi,3,40.48,-74.514,33.268,-89.978
Florida,District of Columbia,31,27.09,-81.034,38.901,-77.03
Georgia,Colorado,14,33.768,-84.365,39.396,-105.004
California,North Carolina,97,34.615,-118.862,35.503,-79.887
New Jersey,Michigan,11,40.663,-74.28,42.467,-83.74
North Carolina,Massachusetts,20,35.54,-79.522,42.321,-71.213
Maryland,Illinois,28,39.24,-76.908,41.595,-88.167
Maryland,Oklahoma,5,39.167,-76.835,36.109,-97.03
Delaware,Pennsylvania,145,39.566,-75.601,40.245,-75.949
Maine,South Carolina,2,44.004,-69.233,33.571,-80.004
West Virginia,Virginia,80,38.9,-79.483,38.292,-78.299
Maine,South Dakota,1,44.327,-69.784,44.075,-103.233
South Dakota,Kansas,1,42.674,-96.68,37.782,-96.86
Pennsylvania,South Carolina,19,40.302,-76.974,33.996,-81.062
Virginia,Missouri,18,38.281,-77.509,38.417,-92.09
Utah,New York,21,40.266,-111.806,41.259,-74.342
South Carolina,Delaware,2,33.485,-79.858,38.723,-75.434
Oregon,District of Columbia,3,45.323,-122.762,38.904,-77.034
Oregon,Georgia,8,44.74,-121.384,33.387,-83.602
Virginia,Maryland,901,38.564,-77.305,39.048,-76.968
Colorado,Montana,2,38.422,-104.577,47.052,-111.408
Massachusetts,Washington,2,42.314,-71.089,47.623,-122.278
Hawaii,Arizona,10,21.157,-157.334,33.565,-112.106
New Hampshire,Oregon,1,42.891,-71.277,44.935,-123.029
Florida,Michigan,47,27.423,-81.07,42.495,-84.271
Iowa,Rhode Island,1,41.253,-91.618,41.741,-71.319
Illinois,Wisconsin,426,42.024,-88.04,43.396,-88.59
Illinois,Colorado,72,41.374,-88.011,39.116,-104.874
Alaska,Washington,11,62.077,-148.21,47.433,-120.985
Rhode Island,Texas,5,41.82,-71.474,30.105,-97.201
Tennessee,Mississippi,443,35.269,-89.444,34.04,-89.844
Virginia,Hawaii,3,38.134,-77.572,21.289,-157.816
Alabama,Utah,2,32.482,-86.209,40.877,-111.957
Kansas,New Mexico,13,37.824,-99.28,34.922,-105.822
Ohio,West Virginia,166,39.704,-82.06,39.038,-81.129
Oklahoma,Iowa,2,35.924,-96.785,41.175,-92.395
Illinois,North Carolina,29,41.468,-88.026,35.594,-79.383
Colorado,Wisconsin,8,38.777,-103.809,43.445,-88.54
Massachusetts,Hawaii,2,42.309,-71.105,21.322,-157.894
Indiana,West Virginia,8,39.94,-86.173,39.458,-80.856
Nevada,Iowa,9,36.36,-115.499,41.886,-93.703
North Dakota,North Carolina,1,46.877,-96.79,36.022,-80.382
Missouri,Iowa,61,38.928,-93.212,41.593,-93.359
South Carolina,Texas,16,33.691,-80.942,31.322,-97.476
Tennessee,Oregon,4,35.563,-88.881,44.526,-122.72
Oklahoma,Minnesota,4,35.326,-95.798,44.653,-93.374
North Carolina,Maine,2,35.417,-79.123,44.098,-69.669
Colorado,Utah,56,39.38,-105.912,39.471,-111.277
Ohio,Indiana,225,40.075,-83.667,40.043,-85.865
New York,Wyoming,3,40.689,-73.934,42.707,-105.48
Missouri,Texas,97,38.23,-92.124,32.007,-97.48
Minnesota,Massachusetts,5,44.499,-94.197,42.288,-71.582
Wyoming,Tennessee,3,43.643,-110.738,35.678,-87.494
New York,Missouri,31,41.056,-74.3,38.861,-92.234
Michigan,South Carolina,8,42.361,-83.391,34.203,-81.407
Indiana,Minnesota,10,40.2,-86.489,45.396,-93.428
Minnesota,Louisiana,1,44.977,-93.265,29.948,-90.071
Idaho,Mississippi,1,43.598,-116.238,32.571,-89.876
New Hampshire,Iowa,1,43.035,-71.319,41.57,-93.691
Arkansas,Texas,187,34.726,-92.598,31.965,-97.22
Virginia,Alabama,22,37.72,-77.877,33.143,-86.756
Wisconsin,Ohio,9,43.172,-89.182,40.557,-83.122
Vermont,Florida,2,44.484,-73.219,26.19,-80.134
Maine,Pennsylvania,6,43.832,-70.084,40.319,-77.227
Arizona,Wyoming,1,33.553,-112.125,40.997,-104.947
Illinois,Maryland,21,41.844,-87.783,39.09,-76.749
Alabama,Colorado,3,33.789,-86.941,39.768,-104.946
Tennessee,Texas,230,35.681,-87.744,31.898,-97.132
Massachusetts,Arkansas,1,42.325,-71.092,34.633,-92.342
Massachusetts,Wyoming,2,42.346,-71.552,41.14,-104.82
South Dakota,New Hampshire,1,42.891,-97.395,42.979,-70.91
Montana,Utah,6,46.181,-111.196,40.075,-111.779
Nebraska,Colorado,38,41.062,-98.182,39.307,-105.492
Idaho,New Jersey,1,43.611,-116.39,40.762,-73.996
New York,Arkansas,13,41.406,-74.79,34.953,-92.756
