o_place,d_place,cnt,o_lat,o_lon,d_lat,d_lon
New York,Kentucky,11,41.303,-74.711,37.409,-85.665
Arkansas,Louisiana,23,34.726,-92.3,31.078,-91.61
Ohio,Connecticut,3,40.151,-82.495,41.449,-72.937
Pennsylvania,Colorado,9,40.137,-76.336,39.433,-105.85
South Carolina,California,21,34.192,-81.483,36.202,-120.197
Arkansas,North Carolina,4,34.934,-92.518,35.632,-79.668
Utah,Kentucky,2,40.207,-112.39,38.009,-85.745
Pennsylvania,Georgia,33,40.183,-76.825,33.403,-83.877
Illinois,Michigan,55,41.458,-88.113,42.563,-84.448
South Dakota,Illinois,4,43.485,-98.869,41.884,-88.504
Kentucky,Arkansas,7,37.97,-85.497,35.385,-92.689
Florida,Colorado,42,27.453,-81.257,39.418,-105.388
Rhode Island,Vermont,1,41.577,-71.478,44.776,-72.377
Florida,California,177,27.394,-81.14,34.861,-118.84
South Dakota,California,3,44.526,-97.961,34.19,-117.95
California,Rhode Island,4,34.834,-118.733,41.724,-71.397
Louisiana,Pennsylvania,6,30.688,-91.84,40.892,-77.373
New York,Rhode Island,21,41.262,-74.599,41.668,-71.455
Nevada,Kentucky,10,36.139,-115.177,38.087,-85.755
Illinois,West Virginia,3,41.85,-87.698,39.315,-79.674
Missouri,Kansas,555,38.99,-94.372,38.805,-95.689
Alabama,Oklahoma,5,33.467,-86.772,35.825,-96.833
New Jersey,Oregon,5,40.75,-74.201,45.047,-122.017
Nevada,South Carolina,5,36.162,-115.154,33.948,-80.936
Massachusetts,Maryland,9,42.373,-71.236,39.231,-76.567
Utah,Pennsylvania,4,39.284,-112.2,40.691,-78.255
Missouri,Nevada,7,38.192,-91.961,37.711,-115.334
Georgia,Missouri,23,33.698,-84.241,38.374,-91.086
Nevada,Florida,36,36.4,-115.407,27.192,-81.125
Utah,Virginia,2,40.53,-111.806,38.022,-77.479
Indiana,New Hampshire,2,39.031,-84.98,42.799,-71.766
Arkansas,Minnesota,1,33.325,-91.265,43.657,-93.366
Nevada,Arizona,113,36.256,-115.253,34.768,-112.492
West Virginia,Ohio,129,39.024,-81.492,39.694,-82.089
Michigan,Kansas,5,42.693,-83.326,38.846,-100.024
Wisconsin,Colorado,9,43.39,-88.776,38.786,-106.342
Arkansas,Arizona,3,35.861,-93.057,33.268,-111.64
West Virginia,Arkansas,2,39.632,-81.224,34.738,-93.531
South Carolina,Minnesota,1,34.941,-81.018,46.0,-94.0
Pennsylvania,Washington,2,40.376,-77.147,46.449,-122.402
Florida,Tennessee,84,27.942,-81.661,35.751,-86.515
New York,South Carolina,17,40.858,-73.873,33.999,-80.505
Utah,Missouri,3,40.272,-111.846,39.408,-93.982
Massachusetts,Minnesota,2,42.401,-71.911,45.726,-93.408
Arkansas,Ohio,4,35.284,-92.769,39.887,-83.218
Missouri,Minnesota,10,38.827,-92.578,44.981,-93.61
Montana,Nevada,1,45.967,-112.517,39.246,-114.874
Missouri,California,41,38.626,-92.533,35.17,-119.534
South Carolina,Iowa,1,34.796,-82.342,42.956,-93.663
North Dakota,Virginia,1,46.434,-101.115,38.817,-77.091
Maryland,North Carolina,43,39.156,-76.696,35.459,-79.817
Arkansas,Oregon,2,35.607,-91.424,45.425,-122.587
Georgia,South Dakota,1,33.631,-84.47,43.541,-96.731
District of Columbia,Colorado,10,38.897,-77.022,39.468,-105.481
Pennsylvania,Indiana,9,40.405,-77.66,39.647,-86.017
Tennessee,Minnesota,6,36.092,-86.182,45.038,-93.423
Idaho,Massachusetts,3,43.57,-114.848,42.44,-71.163
Iowa,North Carolina,5,41.762,-92.681,35.432,-80.7
Maryland,Mississippi,2,39.176,-76.84,31.906,-89.349
New Jersey,Arizona,7,40.588,-74.258,33.729,-111.67
Minnesota,West Virginia,2,44.751,-93.269,38.49,-81.189
Ohio,New Jersey,15,40.026,-83.648,40.593,-74.409
Illinois,Connecticut,5,41.839,-87.719,41.712,-72.841
South Carolina,Indiana,6,33.474,-80.275,39.849,-86.205
Louisiana,Oregon,1,30.009,-90.253,45.51,-122.433
New Jersey,Alabama,5,40.637,-74.383,32.809,-86.495
Mississippi,Montana,1,34.015,-90.432,48.507,-111.856
California,Colorado,104,34.95,-119.025,39.055,-105.046
Maryland,Arkansas,3,39.08,-77.089,34.985,-93.986
Oklahoma,Georgia,13,35.148,-97.386,33.162,-83.826
Arizona,North Carolina,7,33.607,-111.665,35.568,-80.02
Wisconsin,Idaho,3,43.712,-88.005,45.963,-116.367
Texas,Maine,5,30.997,-96.662,44.424,-69.666
Minnesota,Kentucky,2,44.567,-94.483,38.456,-85.781
Tennessee,Tennessee,38922,35.809,-86.755,35.807,-86.748
Nevada,Alabama,6,36.099,-115.136,33.481,-86.206
Alabama,West Virginia,9,33.526,-86.816,38.803,-81.358
Kentucky,Oklahoma,4,38.317,-84.877,35.275,-96.551
Michigan,Michigan,37635,42.624,-83.949,42.626,-83.951
Connecticut,Ohio,2,41.311,-72.797,40.454,-82.579
Wisconsin,Minnesota,60,44.572,-91.081,45.45,-93.087
Tennessee,Arkansas,64,35.468,-88.82,34.928,-91.595
Iowa,Nebraska,68,41.414,-95.552,41.302,-96.523
New Jersey,Illinois,13,40.793,-74.158,41.07,-88.645
Illinois,Massachusetts,11,40.984,-88.042,42.341,-71.356
Delaware,Kansas,1,38.516,-75.053,37.634,-98.842
Illinois,Louisiana,7,41.86,-87.842,30.243,-90.535
Washington,Maryland,3,47.569,-122.316,39.018,-76.778
Georgia,Arizona,22,33.718,-84.07,33.663,-111.687
Oregon,Texas,9,45.183,-122.692,31.351,-97.399
Pennsylvania,Utah,4,40.107,-75.974,40.931,-112.001
Michigan,Indiana,92,42.393,-85.05,40.844,-86.148
California,Florida,156,34.622,-118.829,27.295,-81.154
Tennessee,Arizona,13,35.859,-85.634,33.751,-111.804
Colorado,New Jersey,7,39.461,-106.004,40.405,-74.373
Missouri,Pennsylvania,9,38.333,-91.727,40.232,-76.3
Iowa,Arkansas,1,41.977,-91.683,34.116,-93.534
New Hampshire,Michigan,2,43.216,-71.539,42.601,-82.91
Missouri,Indiana,20,38.33,-91.8,39.65,-86.448
Wisconsin,Nevada,4,43.677,-88.556,36.144,-115.169
Delaware,New York,10,39.135,-75.424,41.025,-73.972
California,Texas,299,34.629,-118.733,31.286,-97.8
Pennsylvania,California,76,40.371,-76.766,35.652,-119.607
Indiana,Georgia,25,39.864,-85.887,33.475,-83.966
Vermont,North Carolina,1,43.298,-72.482,35.595,-82.551
New Hampshire,District of Columbia,1,43.757,-71.691,38.899,-77.014
Delaware,Georgia,4,39.408,-75.611,33.295,-83.591
District of Columbia,Wisconsin,1,38.895,-77.037,43.037,-87.919
Indiana,Tennessee,25,39.78,-86.084,35.885,-85.964
Georgia,Idaho,1,33.384,-84.316,43.612,-116.4
Georgia,Alabama,308,33.438,-84.501,32.805,-86.397
District of Columbia,New Jersey,30,38.893,-77.021,40.446,-74.496
Colorado,Connecticut,3,39.71,-104.849,41.564,-72.848
Kentucky,Connecticut,1,37.601,-84.062,41.823,-71.808
New Jersey,Minnesota,2,40.459,-74.508,44.974,-93.298
Mississippi,Oklahoma,2,34.296,-90.18,35.751,-97.611
Oklahoma,Tennessee,9,35.711,-97.406,35.781,-87.439
South Dakota,Iowa,26,43.015,-96.637,42.158,-94.614
Wisconsin,Montana,1,43.479,-90.071,48.425,-109.294
Kentucky,Utah,1,38.196,-85.722,40.698,-112.099
New Jersey,Nebraska,5,40.745,-74.31,41.413,-99.308
Connecticut,New York,223,41.331,-73.168,41.133,-73.962
Minnesota,Missouri,5,44.211,-93.81,39.255,-93.294
Connecticut,Michigan,1,41.098,-73.554,42.436,-82.931
Texas,District of Columbia,18,31.101,-97.011,38.899,-77.021
Colorado,District of Columbia,4,39.524,-105.155,38.902,-77.027
Michigan,Oklahoma,2,42.454,-83.582,35.488,-97.525
Indiana,Louisiana,1,41.68,-86.291,31.79,-91.918
Nebraska,Texas,8,41.134,-96.733,31.212,-95.763
North Carolina,Georgia,181,35.524,-80.727,33.323,-83.696
New Jersey,Mississippi,1,40.769,-74.02,32.571,-89.876
Florida,District of Columbia,26,26.479,-80.644,38.898,-77.025
Georgia,Colorado,23,33.675,-84.29,39.503,-105.587
California,North Carolina,62,34.86,-119.058,35.432,-80.075
New Jersey,Michigan,8,40.581,-74.332,42.46,-83.997
North Carolina,Massachusetts,14,35.648,-79.249,42.298,-71.298
Nebraska,Arkansas,1,41.276,-96.053,34.752,-92.131
Maryland,Illinois,10,39.158,-76.965,41.742,-87.93
Maryland,Oklahoma,2,38.62,-76.686,36.481,-97.506
Maine,Tennessee,1,43.626,-70.285,36.2,-86.792
New York,Nebraska,1,40.85,-73.849,40.803,-96.697
Texas,Connecticut,4,31.459,-97.231,41.595,-72.713
Alabama,Texas,54,33.264,-87.145,30.869,-96.56
Nevada,Wyoming,1,39.512,-119.827,41.596,-109.237
Montana,Wyoming,3,46.55,-111.527,43.745,-108.49
District of Columbia,New Mexico,4,38.89,-77.033,34.533,-106.172
Nebraska,Iowa,90,41.285,-96.286,41.548,-95.042
North Carolina,Minnesota,4,35.624,-80.594,45.386,-93.329
Oklahoma,Michigan,4,35.236,-97.546,42.329,-83.201
Utah,Connecticut,2,38.746,-110.766,41.685,-72.676
New York,Mississippi,1,40.721,-74.001,31.582,-88.54
New York,Idaho,1,40.655,-73.949,43.684,-114.382
Florida,Wisconsin,9,26.462,-80.676,43.05,-88.012
Connecticut,Texas,6,41.278,-73.049,31.748,-97.749
Washington,Wyoming,6,47.167,-120.458,42.871,-108.95
Georgia,Washington,10,33.823,-83.725,47.448,-121.873
Arizona,New Jersey,11,33.98,-111.735,40.607,-74.267
New Mexico,South Dakota,1,35.087,-106.651,45.75,-101.2
Michigan,Connecticut,2,42.609,-83.551,41.561,-72.904
North Carolina,South Carolina,431,35.239,-80.646,34.255,-80.873
Maine,Indiana,2,44.323,-69.731,40.447,-85.467
Maryland,Kentucky,4,39.345,-76.978,38.25,-85.492
Pennsylvania,New Hampshire,2,40.337,-77.699,43.502,-71.63
Texas,North Carolina,38,31.08,-96.821,35.444,-80.004
North Dakota,Montana,4,48.134,-102.305,47.4,-109.697
North Dakota,Pennsylvania,1,48.923,-98.438,40.155,-75.221
Louisiana,Idaho,1,29.983,-90.011,43.598,-116.238
Ohio,Missouri,19,40.337,-82.978,38.447,-91.964
Mississippi,Oregon,1,34.362,-89.559,44.053,-123.126
Connecticut,Oklahoma,1,41.731,-72.836,36.109,-95.914
New York,California,239,40.932,-74.19,34.949,-119.112
Wisconsin,Iowa,16,43.267,-89.741,42.211,-92.438
New York,New Mexico,9,40.908,-74.193,35.629,-105.951
Arizona,New Mexico,67,34.07,-111.305,34.485,-106.688
Georgia,North Carolina,190,33.572,-83.786,35.54,-80.416
Pennsylvania,Maine,2,40.254,-75.357,44.642,-69.588
Wyoming,Texas,10,42.429,-107.41,31.121,-98.725
Mississippi,Texas,68,32.659,-89.861,31.317,-97.406
District of Columbia,California,47,38.898,-77.019,35.632,-119.62
Missouri,Kentucky,14,38.936,-92.404,37.769,-85.802
California,Nevada,475,35.558,-118.89,37.035,-116.28
West Virginia,West Virginia,5034,38.886,-80.941,38.895,-80.898
Indiana,North Dakota,1,38.003,-87.575,46.83,-100.764
Kentucky,Missouri,13,37.302,-86.761,38.439,-91.42
Connecticut,District of Columbia,5,41.412,-72.945,38.897,-77.023
Georgia,Oklahoma,6,33.596,-84.004,35.587,-96.951
Oregon,North Carolina,4,45.399,-122.715,35.644,-80.652
Georgia,Utah,4,33.628,-84.205,40.263,-111.686
Indiana,Iowa,6,41.168,-87.023,41.703,-92.22
Kansas,Florida,11,39.471,-99.345,27.836,-81.264
Wyoming,Oklahoma,1,41.254,-110.966,35.309,-98.717
Washington,Louisiana,2,47.507,-122.309,29.992,-90.095
Idaho,Colorado,7,42.913,-114.116,39.93,-105.931
Massachusetts,Georgia,10,42.322,-71.183,33.687,-84.242
West Virginia,North Carolina,16,38.302,-81.359,35.592,-80.031
Maine,Montana,1,44.572,-68.476,47.0,-110.0
New Jersey,South Carolina,5,40.195,-74.783,34.053,-80.973
Montana,Colorado,1,45.688,-111.083,39.743,-105.23
Arkansas,Oklahoma,54,35.382,-93.887,35.371,-96.619
Oklahoma,Montana,2,35.0,-98.75,47.0,-110.0
Illinois,Tennessee,29,41.118,-88.439,35.908,-86.435
Illinois,Kansas,16,41.167,-88.403,39.454,-99.32
South Dakota,Tennessee,1,45.462,-98.464,36.2,-86.792
Massachusetts,Kentucky,1,42.429,-71.055,38.222,-85.614
Utah,Maine,1,40.766,-111.917,44.327,-69.784
Arizona,Kansas,13,33.265,-111.479,38.882,-98.362
New Mexico,Indiana,2,35.246,-104.903,41.156,-87.33
Massachusetts,Wisconsin,1,42.276,-71.812,43.057,-87.967
North Dakota,South Dakota,2,46.473,-99.235,45.476,-98.477
California,Minnesota,18,34.512,-118.51,45.337,-93.394
Texas,New Jersey,29,30.398,-96.977,40.492,-74.388
Maryland,South Dakota,1,38.753,-76.992,44.213,-100.247
Tennessee,Vermont,1,36.165,-86.784,43.872,-72.451
Nevada,Arkansas,1,38.171,-117.852,35.995,-89.886
North Carolina,Nevada,6,35.335,-80.494,36.133,-115.165
New York,Florida,151,40.953,-74.063,27.19,-80.985
Utah,New Jersey,1,41.111,-112.026,40.519,-74.412
Tennessee,North Carolina,66,35.901,-85.094,35.437,-81.129
Nebraska,Arizona,7,41.155,-97.051,33.815,-111.939
District of Columbia,South Carolina,13,38.897,-77.023,34.238,-81.197
California,Montana,4,35.627,-119.71,46.492,-111.144
Texas,Oregon,12,30.519,-97.566,44.631,-122.503
Texas,New Hampshire,1,31.765,-106.46,43.228,-71.543
Maryland,Tennessee,11,38.946,-76.685,35.922,-86.223
Indiana,Texas,16,40.018,-86.346,31.688,-97.875
West Virginia,Massachusetts,1,38.162,-80.584,42.119,-71.103
Indiana,Kentucky,199,38.659,-86.14,38.069,-85.745
New Mexico,Texas,158,33.426,-106.132,32.004,-101.197
New York,Nevada,19,40.826,-74.206,36.57,-115.506
Wisconsin,Illinois,181,42.913,-88.348,41.895,-88.171
South Carolina,Pennsylvania,10,33.905,-80.627,40.804,-77.772
Nevada,Massachusetts,9,37.576,-117.059,42.306,-71.266
Ohio,Idaho,1,41.496,-81.705,45.495,-114.143
Arizona,West Virginia,1,33.869,-109.949,39.332,-80.453
Maryland,Kansas,3,39.213,-76.641,37.829,-97.674
Rhode Island,New York,12,41.784,-71.442,41.324,-74.534
Oklahoma,Nevada,5,35.441,-97.27,36.837,-115.99
North Carolina,Nebraska,1,35.227,-80.843,42.035,-97.453
Maryland,Virginia,1401,39.017,-76.825,38.727,-77.347
Virginia,Utah,1,38.298,-77.483,41.083,-111.968
Arizona,Massachusetts,9,33.567,-111.781,42.223,-71.401
Michigan,North Carolina,12,42.775,-83.909,35.524,-80.066
Kansas,Missouri,452,38.89,-95.014,38.976,-94.283
Maryland,Washington,1,39.114,-76.727,47.751,-120.74
Massachusetts,New Hampshire,222,42.531,-71.254,43.093,-71.433
South Carolina,Massachusetts,4,33.861,-80.293,42.164,-71.173
Mississippi,Connecticut,1,34.982,-88.762,41.58,-72.796
Minnesota,South Carolina,3,45.028,-93.236,33.527,-81.113
New Jersey,New Mexico,4,40.788,-74.329,35.301,-106.949
Idaho,Oklahoma,1,44.353,-115.489,36.404,-97.825
New Mexico,Tennessee,3,33.113,-106.654,36.281,-87.077
Iowa,Michigan,3,41.704,-92.522,42.784,-84.943
Washington,Arizona,12,47.197,-122.12,33.67,-112.024
Iowa,Alabama,1,41.663,-91.538,30.682,-88.057
New York,Indiana,18,41.202,-74.543,40.115,-86.112
Texas,Wisconsin,7,31.119,-97.298,43.506,-88.521
Massachusetts,Oregon,1,42.318,-71.238,44.943,-123.035
Washington,Maine,2,46.88,-122.696,43.892,-70.3
Kansas,New Hampshire,1,37.972,-100.873,42.836,-71.222
Illinois,Georgia,59,41.452,-87.969,33.51,-84.128
Nevada,Tennessee,5,36.335,-115.548,35.72,-86.431
Connecticut,Nevada,4,41.302,-73.243,36.114,-115.128
Kentucky,Nebraska,1,37.765,-87.102,40.234,-97.782
Tennessee,Massachusetts,5,35.726,-86.921,42.049,-70.954
Ohio,Mississippi,3,40.3,-84.179,31.404,-89.405
Missouri,Mississippi,4,37.747,-90.232,33.225,-89.562
North Carolina,Washington,6,35.464,-79.114,47.718,-121.931
Vermont,Rhode Island,1,44.01,-72.226,41.926,-71.442
Michigan,Oregon,6,42.475,-84.477,44.587,-122.537
California,Idaho,13,35.447,-119.262,43.681,-115.5
Nebraska,Nevada,2,40.581,-99.72,38.448,-114.644
Illinois,Texas,69,41.647,-87.912,31.007,-97.268
Texas,Minnesota,16,31.155,-97.167,45.655,-93.569
District of Columbia,Wyoming,1,38.895,-77.037,44.799,-106.959
Indiana,Missouri,29,39.373,-86.905,38.648,-92.011
Indiana,Wisconsin,23,40.267,-86.339,43.226,-88.298
Utah,Oklahoma,1,37.624,-109.482,35.538,-98.676
North Carolina,Illinois,18,35.619,-79.971,41.486,-88.467
New York,Pennsylvania,262,41.214,-74.649,40.674,-76.781
Nevada,Oklahoma,14,36.867,-116.272,35.324,-97.203
Ohio,South Dakota,2,40.266,-83.123,43.816,-101.772
Delaware,Virginia,20,39.094,-75.508,38.45,-78.092
Georgia,Georgia,64183,33.518,-84.05,33.399,-83.924
Connecticut,South Carolina,2,41.618,-72.797,34.475,-81.47
Colorado,Indiana,9,39.705,-104.982,40.737,-86.32
Texas,Louisiana,347,30.86,-95.862,30.855,-91.903
South Dakota,Colorado,2,43.541,-96.731,39.375,-105.355
Maine,Oregon,1,43.685,-70.28,45.464,-122.78
California,Wyoming,4,35.849,-120.211,43.808,-108.344
California,Indiana,21,34.01,-118.165,40.038,-86.271
District of Columbia,New Hampshire,1,38.899,-77.014,42.971,-71.444
Tennessee,District of Columbia,7,36.011,-87.024,38.897,-77.023
Florida,Oklahoma,9,27.395,-81.129,35.953,-97.326
New Jersey,Utah,6,40.507,-74.216,40.031,-111.982
Missouri,Connecticut,1,39.045,-94.581,41.308,-72.931
Colorado,Nevada,30,39.379,-105.266,36.746,-115.915
Illinois,New York,56,41.035,-88.228,41.244,-74.553
Michigan,Montana,1,42.271,-83.73,45.743,-111.064
Texas,Alabama,36,30.996,-96.072,32.729,-87.201
South Carolina,New Mexico,3,34.15,-81.059,34.558,-105.691
Arizona,Maine,4,33.503,-111.413,44.141,-69.724
Georgia,Michigan,29,33.566,-84.037,42.477,-83.364
Nebraska,New Mexico,1,41.743,-97.826,34.7,-108.595
Texas,Maryland,15,31.123,-97.452,39.181,-76.716
Arkansas,Vermont,1,33.777,-93.468,44.007,-73.164
South Dakota,Montana,1,44.207,-102.423,46.43,-113.519
Georgia,Rhode Island,1,33.544,-84.234,41.78,-71.437
Indiana,Pennsylvania,16,39.831,-86.199,40.378,-76.79
New Hampshire,Vermont,17,43.625,-72.139,43.738,-72.429
Nevada,North Carolina,9,36.145,-115.205,35.399,-80.211
Washington,South Carolina,2,47.607,-122.481,32.991,-79.975
Georgia,District of Columbia,28,33.89,-84.425,38.896,-77.028
Arizona,Oregon,19,33.443,-111.799,44.896,-122.345
Minnesota,Oklahoma,1,43.641,-94.1,34.89,-94.604
Iowa,Washington,3,41.581,-93.605,47.511,-119.136
Wisconsin,Indiana,20,43.168,-88.275,40.174,-86.12
Nebraska,North Dakota,1,40.931,-98.35,46.231,-97.56
Texas,California,277,31.336,-97.71,34.913,-118.804
Ohio,Kentucky,232,39.25,-84.161,38.675,-84.683
Utah,California,65,39.368,-111.981,35.074,-118.637
Missouri,Illinois,271,38.663,-90.757,39.279,-89.615
Minnesota,Maryland,3,44.898,-93.216,39.079,-76.657
West Virginia,California,11,39.228,-80.41,34.836,-118.982
Oregon,South Carolina,1,45.516,-122.625,34.939,-82.239
North Carolina,Texas,33,35.477,-80.033,31.381,-97.171
Arizona,Missouri,5,33.301,-111.786,38.994,-93.713
Ohio,Nevada,9,40.455,-82.668,36.086,-115.127
Michigan,Kentucky,12,42.564,-83.582,37.979,-85.005
Nevada,Texas,98,36.407,-115.442,31.181,-97.594
Kentucky,Maryland,1,38.196,-85.722,39.087,-77.163
New Hampshire,Connecticut,5,43.113,-71.268,41.587,-72.957
Iowa,Colorado,7,41.719,-93.488,39.489,-104.962
South Dakota,South Dakota,2200,43.841,-98.209,43.851,-98.309
Utah,Massachusetts,3,40.175,-111.332,42.255,-71.092
Iowa,Minnesota,29,42.521,-93.583,45.136,-93.564
Maine,Washington,1,44.822,-68.807,47.136,-122.303
Maine,Massachusetts,12,43.804,-70.256,42.397,-71.419
Kansas,Kentucky,5,38.639,-98.116,38.157,-85.679
Washington,Minnesota,3,47.524,-122.313,45.206,-93.205
