o_place,d_place,cnt,o_lat,o_lon,d_lat,d_lon
Delaware,New York,31,39.626,-75.597,40.813,-73.901
Nevada,Maine,5,36.067,-115.145,44.268,-69.797
North Carolina,New Hampshire,2,35.593,-79.679,43.232,-71.851
California,Texas,702,34.568,-118.769,31.374,-97.894
Pennsylvania,California,104,40.32,-76.678,35.016,-119.113
Minnesota,Idaho,4,46.434,-93.284,44.778,-113.856
Indiana,Georgia,39,40.161,-86.301,33.448,-84.056
Vermont,North Carolina,2,43.813,-72.895,36.294,-80.232
New Hampshire,District of Columbia,1,43.228,-71.543,38.899,-77.014
North Dakota,New Jersey,1,46.865,-96.83,40.792,-74.163
Delaware,Georgia,5,39.523,-75.649,33.291,-83.663
Tennessee,Connecticut,5,36.036,-86.326,41.497,-72.93
North Dakota,Hawaii,2,47.558,-99.026,20.644,-156.659
Kansas,California,109,38.474,-97.79,34.889,-119.042
Michigan,West Virginia,1,42.712,-84.886,38.408,-82.44
New Jersey,Washington,5,40.545,-74.215,47.566,-122.263
Kansas,Maine,1,38.881,-94.819,44.098,-70.231
Hawaii,Indiana,1,21.32,-157.8,41.638,-87.479
Rhode Island,Massachusetts,515,41.81,-71.426,42.057,-71.276
New York,New Hampshire,19,41.159,-74.15,43.37,-71.432
Wisconsin,Massachusetts,4,43.387,-89.114,42.413,-71.113
Kansas,Georgia,21,39.398,-99.005,33.295,-83.964
Nebraska,Wyoming,7,41.55,-101.495,42.306,-106.731
Nebraska,Nebraska,10638,41.127,-96.596,41.144,-96.695
Kentucky,Pennsylvania,16,37.813,-85.722,40.502,-77.087
Utah,Idaho,38,40.627,-111.988,43.593,-113.895
Mississippi,Texas,104,32.688,-89.846,31.29,-96.91
District of Columbia,California,54,38.898,-77.023,35.186,-119.327
Missouri,Kentucky,27,38.322,-91.128,37.593,-86.619
California,Nevada,995,35.276,-118.805,36.809,-115.951
West Virginia,West Virginia,6944,38.953,-80.846,38.952,-80.793
Indiana,North Dakota,3,40.24,-85.868,47.304,-99.074
Connecticut,District of Columbia,9,41.422,-73.078,38.902,-77.014
Kentucky,Missouri,26,37.617,-86.833,38.382,-90.965
Georgia,Oklahoma,16,33.62,-84.164,35.387,-97.239
Maine,Hawaii,1,43.696,-70.293,20.898,-156.422
Oregon,North Carolina,4,44.701,-123.045,35.206,-79.41
Georgia,Utah,3,34.068,-84.503,40.289,-111.754
Indiana,Iowa,15,40.595,-86.684,41.724,-92.626
Virginia,Utah,7,38.557,-77.225,40.427,-111.664
Connecticut,Hawaii,1,41.766,-72.681,21.283,-157.829
Vermont,South Carolina,1,44.488,-73.208,32.787,-79.937
Arizona,Massachusetts,12,33.421,-111.965,42.283,-71.192
Connecticut,Mississippi,2,41.773,-72.682,33.294,-90.222
Michigan,North Carolina,15,42.42,-83.687,35.559,-80.376
Hawaii,Maryland,1,21.309,-157.861,38.448,-76.728
Kansas,Missouri,814,38.9,-95.088,38.966,-94.236
Maryland,Washington,6,39.194,-77.203,47.607,-122.298
Massachusetts,New Hampshire,385,42.495,-71.281,43.038,-71.418
Iowa,New Hampshire,1,41.576,-93.606,43.137,-70.933
South Carolina,Massachusetts,4,33.486,-81.356,42.277,-71.766
Georgia,Michigan,37,33.697,-84.35,42.505,-83.478
Oregon,Kentucky,1,45.536,-122.631,38.196,-85.722
Nebraska,New Mexico,3,40.658,-98.434,35.809,-106.866
Texas,Maryland,51,30.991,-96.892,39.156,-76.759
Georgia,Rhode Island,3,33.72,-84.412,41.793,-71.41
Indiana,Pennsylvania,35,40.288,-86.246,40.468,-77.847
New Hampshire,Vermont,47,43.567,-72.023,43.906,-72.485
Nevada,North Carolina,23,36.192,-115.329,35.559,-80.019
Washington,South Carolina,3,47.538,-122.024,33.588,-81.195
Georgia,District of Columbia,27,33.795,-84.192,38.897,-77.021
Arizona,Oregon,26,33.603,-111.903,45.048,-122.092
Minnesota,Oklahoma,3,44.949,-93.147,35.85,-95.271
Iowa,North Dakota,3,41.937,-93.593,47.281,-97.508
Minnesota,Oregon,6,44.697,-93.015,45.543,-122.631
Illinois,Maine,3,41.852,-87.802,44.897,-69.117
Virginia,Maine,6,38.447,-77.421,44.783,-69.562
Florida,Kentucky,36,28.027,-81.905,38.204,-85.283
Indiana,Nebraska,6,40.292,-85.895,41.157,-96.214
Oklahoma,Pennsylvania,12,35.979,-97.891,40.236,-77.221
Delaware,Indiana,1,39.683,-75.754,41.683,-85.969
Texas,Rhode Island,3,32.025,-97.199,41.687,-71.416
Alabama,Iowa,2,33.607,-86.762,41.7,-93.309
Pennsylvania,Tennessee,27,40.068,-75.987,35.847,-86.458
Indiana,California,49,39.931,-86.384,35.042,-119.037
Mississippi,Arkansas,32,34.053,-89.904,34.933,-91.773
Indiana,Indiana,41185,40.107,-86.217,40.095,-86.226
New Mexico,Michigan,14,36.139,-106.905,42.752,-83.814
Washington,Kansas,5,47.712,-122.365,39.222,-98.501
Utah,Georgia,10,40.569,-111.7,32.974,-83.297
Iowa,Minnesota,49,42.457,-93.495,45.254,-93.297
Maine,Massachusetts,49,43.842,-70.117,42.256,-71.256
Kansas,Kentucky,7,38.785,-97.859,37.968,-86.15
Washington,Minnesota,12,47.465,-121.247,45.59,-93.373
District of Columbia,New York,161,38.898,-77.018,40.966,-74.147
New York,Illinois,169,41.103,-74.376,41.468,-87.976
Virginia,Kansas,11,37.934,-77.339,38.93,-98.201
Maryland,Vermont,1,38.795,-77.029,44.504,-73.064
California,Connecticut,28,34.577,-118.85,41.557,-72.839
Arizona,Colorado,67,34.314,-111.904,39.335,-105.356
New York,Minnesota,29,40.946,-74.354,45.438,-93.245
North Carolina,California,99,35.37,-80.158,35.259,-119.276
Washington,South Dakota,7,47.496,-122.014,44.396,-99.193
Nevada,Wisconsin,7,36.168,-115.181,43.707,-88.678
Texas,Virginia,66,31.156,-97.304,38.151,-78.019
Tennessee,Montana,3,35.914,-87.665,46.882,-111.026
Minnesota,Montana,6,44.727,-93.175,47.329,-111.305
Tennessee,Missouri,49,35.876,-87.753,38.078,-91.7
North Carolina,Michigan,17,35.533,-80.995,42.633,-83.94
Tennessee,Maryland,16,35.991,-86.804,39.235,-76.693
Oregon,Idaho,37,44.697,-119.325,44.504,-115.832
Colorado,Ohio,17,39.163,-105.025,40.25,-82.933
Alaska,Alaska,3320,61.607,-149.982,61.61,-149.98
Arkansas,Pennsylvania,7,35.452,-92.157,40.236,-77.981
California,Washington,255,35.831,-119.725,47.384,-122.06
Texas,South Dakota,1,32.899,-97.04,44.667,-103.85
Mississippi,Nevada,5,32.46,-89.704,37.697,-116.071
Wyoming,Indiana,2,43.62,-107.91,40.532,-86.484
Wyoming,Wyoming,1379,42.357,-106.578,42.393,-106.64
Massachusetts,Connecticut,392,42.238,-71.812,41.618,-72.702
Iowa,Mississippi,1,42.079,-91.124,31.047,-90.187
Illinois,New Mexico,17,40.932,-88.408,35.468,-106.852
Florida,New York,290,27.237,-81.096,40.953,-74.126
North Carolina,Florida,173,35.411,-79.635,27.796,-81.486
Maine,Vermont,1,43.696,-70.293,43.872,-72.451
District of Columbia,Washington,5,38.9,-77.022,47.533,-122.089
Wyoming,Kansas,1,42.09,-104.36,40.0,-100.0
Missouri,Oregon,4,38.666,-90.244,44.639,-123.66
Iowa,Virginia,3,41.604,-93.435,37.888,-79.131
Kentucky,Ohio,551,38.759,-84.523,39.373,-84.046
Indiana,Alabama,15,39.187,-86.821,33.516,-86.485
Alaska,Kentucky,2,62.995,-148.551,38.146,-85.045
Tennessee,Utah,3,35.489,-88.878,40.766,-111.917
Georgia,Massachusetts,28,33.61,-84.326,42.26,-71.185
Wisconsin,Washington,8,43.922,-89.149,47.295,-122.392
Virginia,Arizona,13,38.156,-78.031,33.349,-112.163
Maryland,Minnesota,12,39.146,-76.724,45.73,-93.361
Nebraska,North Carolina,5,41.018,-97.489,35.433,-80.884
Oregon,Vermont,1,45.437,-117.27,42.968,-72.895
Virginia,Florida,102,38.038,-77.458,27.693,-81.337
Minnesota,Utah,7,44.692,-93.623,39.505,-111.723
Arkansas,District of Columbia,4,34.944,-92.591,38.892,-77.012
Florida,Georgia,528,28.482,-82.106,32.735,-83.53
Wyoming,Montana,7,44.281,-108.751,46.175,-107.984
Kentucky,Virginia,26,37.983,-85.366,38.28,-77.974
Utah,South Carolina,2,39.046,-110.821,33.236,-80.477
Oregon,Virginia,4,45.155,-122.309,38.183,-77.405
Oklahoma,Arkansas,70,35.699,-95.695,35.377,-93.595
Arkansas,Wyoming,1,34.736,-92.331,44.749,-104.975
Minnesota,Texas,29,45.023,-93.238,30.081,-97.162
Alaska,New York,2,62.471,-148.65,40.728,-73.964
Delaware,Texas,2,39.528,-75.667,31.186,-96.099
Connecticut,Utah,2,41.726,-72.59,40.273,-111.847
District of Columbia,Nevada,10,38.895,-77.025,36.127,-115.224
Connecticut,Indiana,4,41.32,-73.132,40.233,-85.902
Indiana,District of Columbia,5,39.508,-86.312,38.905,-77.023
Rhode Island,Maine,3,41.794,-71.467,43.628,-70.333
Idaho,Virginia,1,43.552,-116.299,38.784,-77.281
California,Pennsylvania,147,34.701,-118.911,40.272,-76.5
Tennessee,Colorado,25,35.826,-87.261,39.335,-105.2
Hawaii,Utah,6,21.352,-157.826,40.355,-111.465
Kentucky,Alaska,1,38.196,-85.722,61.235,-149.759
New Jersey,Wyoming,1,40.758,-74.119,41.135,-104.787
Iowa,Georgia,10,41.807,-93.836,33.267,-83.717
Missouri,New Jersey,15,38.277,-92.327,40.571,-74.212
Colorado,Maine,1,37.348,-108.577,44.213,-69.076
Vermont,Massachusetts,36,43.709,-72.866,42.29,-71.865
South Dakota,Georgia,1,42.781,-96.927,34.073,-84.28
Minnesota,Indiana,4,45.133,-93.203,40.64,-85.801
Nevada,Colorado,63,36.3,-115.383,39.215,-105.306
Texas,Ohio,69,31.055,-96.574,40.394,-82.79
Massachusetts,Alabama,1,42.314,-71.089,34.517,-86.312
North Carolina,Kentucky,39,35.561,-80.234,37.956,-84.405
New York,Texas,241,40.869,-74.049,31.017,-97.059
New Hampshire,Massachusetts,336,42.926,-71.4,42.458,-71.299
South Dakota,Texas,1,43.541,-96.731,31.169,-100.077
California,Missouri,98,34.855,-118.964,38.708,-92.531
Oklahoma,Washington,6,35.556,-97.771,47.773,-122.386
New Mexico,Nebraska,2,35.083,-106.634,41.101,-97.197
California,Maryland,78,34.695,-118.998,39.149,-76.704
Rhode Island,New Hampshire,9,41.807,-71.472,43.415,-71.481
Pennsylvania,Maryland,329,40.124,-76.404,39.246,-76.759
Vermont,New Jersey,2,44.058,-72.771,40.434,-74.491
Idaho,Georgia,1,44.034,-112.845,33.785,-84.386
Rhode Island,Maryland,10,41.73,-71.418,39.255,-76.673
Florida,Maryland,64,27.645,-81.258,39.077,-76.8
Ohio,Connecticut,10,40.308,-82.907,41.549,-72.681
Pennsylvania,Colorado,20,40.106,-75.94,39.376,-105.105
South Carolina,California,20,33.667,-80.734,35.369,-119.713
Arkansas,North Carolina,12,34.779,-92.52,35.608,-80.116
Virginia,North Dakota,1,38.871,-77.082,48.209,-101.298
Connecticut,Idaho,1,41.538,-72.807,43.619,-116.215
Pennsylvania,Georgia,58,40.164,-76.481,33.401,-84.1
Illinois,Michigan,182,41.738,-87.898,42.533,-84.453
South Dakota,Illinois,7,44.125,-97.887,41.505,-88.04
Kentucky,Arkansas,4,37.637,-86.742,34.754,-93.046
Louisiana,Alaska,1,29.971,-90.092,64.751,-147.352
Florida,Colorado,83,27.444,-81.337,39.472,-105.338
Rhode Island,Vermont,1,41.769,-71.464,43.594,-73.262
Arizona,Louisiana,10,33.21,-111.837,30.412,-91.043
Wisconsin,Maryland,10,43.477,-88.206,39.068,-76.734
Nevada,Idaho,15,37.799,-115.585,43.777,-115.168
Missouri,Georgia,21,38.553,-92.209,33.344,-84.009
Mississippi,Idaho,1,33.783,-90.724,43.698,-114.348
Idaho,Texas,8,43.381,-114.673,31.117,-96.771
Washington,Idaho,111,47.265,-118.569,46.159,-116.179
Georgia,New Jersey,44,33.721,-84.162,40.496,-74.352
New York,Washington,41,40.996,-74.631,47.393,-121.82
Alabama,Illinois,20,33.041,-86.23,41.143,-88.167
Illinois,District of Columbia,23,41.731,-87.803,38.896,-77.016
New Hampshire,Illinois,2,43.489,-72.317,41.857,-87.703
Illinois,Nebraska,31,41.762,-88.115,40.804,-97.558
Nevada,South Carolina,5,36.972,-116.327,34.148,-81.524
Massachusetts,Maryland,26,42.332,-71.172,39.123,-76.742
Utah,Pennsylvania,5,40.668,-111.887,40.461,-76.843
Missouri,Nevada,17,39.1,-92.921,36.224,-115.382
New Hampshire,Ohio,4,42.902,-71.286,39.817,-83.921
Georgia,Missouri,33,33.82,-84.427,38.777,-92.216
Nevada,Florida,54,36.302,-115.314,27.152,-81.149
Utah,Virginia,7,40.561,-111.84,38.748,-77.579
Indiana,New Hampshire,1,39.715,-86.298,42.928,-71.437
Arkansas,Minnesota,5,35.102,-92.798,45.092,-93.319
Nevada,Arizona,212,36.331,-115.33,34.396,-112.167
West Virginia,Ohio,180,39.099,-81.421,39.834,-82.238
Michigan,Kansas,17,42.563,-83.743,39.131,-98.108
Louisiana,Maine,2,31.832,-93.275,43.655,-70.263
Wisconsin,Colorado,8,43.198,-88.478,39.53,-105.439
Arkansas,Arizona,4,34.447,-92.642,33.688,-111.521
West Virginia,Arkansas,3,38.421,-81.444,35.32,-92.853
Pennsylvania,Washington,14,40.351,-77.429,47.576,-122.212
Florida,Tennessee,92,27.73,-81.827,35.877,-86.616
New York,South Carolina,35,40.916,-74.217,33.863,-81.071
Minnesota,Rhode Island,1,44.895,-93.214,41.824,-71.422
Vermont,Texas,4,44.608,-73.16,30.302,-97.372
New Jersey,Illinois,29,40.622,-74.338,41.404,-88.163
Illinois,Massachusetts,34,41.527,-87.923,42.284,-71.425
Wisconsin,Utah,1,43.057,-87.967,40.766,-111.917
Idaho,Illinois,5,44.17,-115.53,41.664,-87.963
Illinois,Louisiana,27,41.596,-87.898,30.48,-90.772
Hawaii,Oregon,9,21.23,-157.677,44.676,-122.324
Washington,Maryland,6,47.53,-121.709,39.049,-76.902
Georgia,Arizona,25,33.434,-84.161,33.893,-111.881
Oregon,Texas,37,45.01,-122.658,31.543,-97.602
Pennsylvania,Utah,4,39.992,-75.129,40.688,-111.871
Florida,California,283,27.5,-81.391,34.787,-118.882
South Dakota,California,3,44.092,-96.864,36.368,-119.713
Montana,North Carolina,1,45.797,-108.563,35.223,-80.94
California,Rhode Island,10,34.552,-118.779,41.763,-71.45
Louisiana,Pennsylvania,17,30.286,-90.57,40.319,-77.561
New Hampshire,Kansas,1,42.981,-70.948,40.0,-100.0
New York,Rhode Island,46,41.205,-74.072,41.768,-71.443
Maine,Virginia,5,43.875,-70.205,38.397,-77.436
Nevada,Kentucky,14,36.065,-115.124,38.686,-84.669
Illinois,West Virginia,5,41.189,-88.43,39.303,-80.532
Maryland,Utah,4,39.2,-76.642,40.655,-111.87
Hawaii,South Carolina,1,21.278,-157.833,34.852,-82.398
Missouri,Kansas,964,39.015,-94.406,38.795,-95.666
Alabama,Oklahoma,6,32.623,-86.763,35.928,-96.054
New Jersey,Oregon,5,40.601,-74.318,44.633,-121.977
Michigan,Indiana,122,42.437,-84.881,40.881,-86.196
Wyoming,North Dakota,1,41.484,-104.288,46.838,-96.881
California,Florida,261,34.5,-118.744,27.24,-81.09
Tennessee,Arizona,22,36.084,-86.666,33.73,-111.99
Colorado,New Jersey,13,39.695,-104.918,40.511,-74.38
Pennsylvania,Hawaii,5,40.024,-75.605,21.143,-157.273
Missouri,Pennsylvania,30,38.594,-91.659,40.162,-76.642
Iowa,Arkansas,5,41.862,-94.645,34.951,-92.558
Louisiana,Delaware,1,29.966,-90.046,39.284,-75.633
New Hampshire,Michigan,3,43.456,-71.482,42.452,-83.124
New Jersey,South Carolina,11,40.45,-74.493,33.636,-81.054
Arizona,North Dakota,1,33.406,-111.738,46.83,-100.764
Montana,Colorado,9,46.194,-110.81,39.687,-104.975
Arkansas,Oklahoma,80,35.508,-93.879,35.465,-96.57
Illinois,Tennessee,92,40.964,-88.202,35.793,-86.925
Idaho,Nebraska,3,43.68,-115.324,42.02,-100.221
Illinois,Kansas,45,41.326,-88.246,38.927,-97.7
Massachusetts,Kentucky,5,42.172,-70.929,38.206,-84.736
Utah,Maine,1,37.613,-112.838,44.11,-69.115
Arizona,Kansas,31,33.849,-111.796,38.417,-97.699
New Mexico,Indiana,5,35.736,-106.712,39.473,-85.691
Utah,Missouri,8,39.981,-111.405,38.54,-92.196
Massachusetts,Minnesota,10,42.396,-71.115,45.951,-93.639
Arkansas,Ohio,9,35.059,-92.131,40.347,-83.077
Missouri,Minnesota,21,38.6,-91.943,45.362,-93.553
Tennessee,South Dakota,1,36.2,-86.792,43.541,-96.731
Montana,Nevada,1,45.797,-108.563,36.136,-115.129
Missouri,California,83,38.593,-92.71,34.943,-119.056
New Hampshire,Nebraska,1,44.05,-71.65,41.501,-97.67
South Carolina,Iowa,1,35.02,-81.123,43.344,-91.193
Maryland,North Carolina,94,39.045,-76.678,35.551,-79.758
Louisiana,Idaho,2,30.839,-91.931,45.713,-116.554
Ohio,Missouri,39,40.486,-82.62,38.651,-91.995
Mississippi,Oregon,2,32.293,-89.778,45.529,-122.653
New York,California,464,40.909,-74.139,35.109,-119.312
Wisconsin,Iowa,32,43.226,-88.982,42.005,-92.394
Hawaii,Ohio,2,20.52,-156.495,40.418,-84.651
Wyoming,Kentucky,1,41.866,-104.177,38.196,-85.722
Ohio,New Hampshire,1,41.404,-81.833,42.971,-71.444
New York,New Mexico,15,40.833,-74.01,34.934,-105.939
Arizona,New Mexico,132,33.837,-111.488,34.478,-106.424
Georgia,North Carolina,292,33.613,-83.987,35.47,-80.22
Pennsylvania,Maine,5,40.385,-76.036,43.916,-70.066
Wyoming,Texas,4,42.737,-106.411,32.273,-98.05
Delaware,Michigan,1,39.1,-75.502,42.956,-85.641
Hawaii,New York,9,21.465,-158.144,41.477,-74.496
New York,Indiana,46,41.169,-74.621,39.99,-86.172
Texas,Wisconsin,32,31.482,-96.875,43.495,-88.24
Hawaii,Texas,19,21.109,-157.614,31.815,-97.925
Massachusetts,Oregon,7,42.296,-71.46,45.298,-122.792
Delaware,South Carolina,1,39.744,-75.551,34.848,-82.807
Washington,Maine,1,47.443,-122.296,45.188,-68.985
Kansas,New Hampshire,2,40.0,-100.0,43.2,-71.463
Illinois,Georgia,88,41.432,-88.039,33.423,-83.965
Nevada,Tennessee,15,36.104,-115.154,35.899,-87.295
Connecticut,Nevada,1,41.927,-72.667,36.061,-115.135
Tennessee,Massachusetts,17,36.069,-86.932,42.307,-71.109
Ohio,Mississippi,4,40.904,-82.61,33.767,-89.487
Missouri,Mississippi,7,37.967,-91.669,33.068,-89.697
Arizona,Minnesota,24,33.721,-112.288,45.165,-93.116
South Carolina,Oregon,3,34.509,-80.856,45.055,-122.193
Vermont,Pennsylvania,3,44.48,-73.212,40.589,-75.303
North Dakota,Maine,2,48.025,-103.899,44.073,-70.248
South Carolina,Tennessee,34,34.193,-81.171,35.949,-85.038
Colorado,North Dakota,4,39.641,-105.747,47.157,-99.77
Indiana,Delaware,1,39.716,-86.297,39.158,-75.525
New Jersey,Connecticut,72,40.607,-74.336,41.385,-73.066
New Hampshire,New Hampshire,4726,43.063,-71.393,43.104,-71.4
Missouri,Connecticut,3,38.991,-91.773,41.118,-73.457
Colorado,Nevada,48,39.102,-105.318,36.398,-115.432
Illinois,New York,188,41.475,-88.013,41.208,-74.557
Georgia,Hawaii,6,33.732,-84.34,21.327,-157.841
Michigan,Montana,2,44.476,-86.868,46.398,-109.281
Texas,Alabama,60,31.26,-96.967,32.856,-86.907
South Carolina,Montana,1,32.596,-80.108,46.257,-113.522
South Carolina,New Mexico,2,32.696,-79.962,32.76,-106.123
New Mexico,Iowa,1,36.917,-107.662,41.619,-93.761
Arizona,Maine,1,33.448,-112.074,43.385,-70.544
Oregon,Arkansas,5,45.521,-122.697,34.295,-92.018
Mississippi,Connecticut,1,33.508,-88.409,41.762,-72.747
Minnesota,South Carolina,3,45.004,-93.347,34.15,-81.034
New Jersey,New Mexico,2,40.639,-74.275,32.884,-105.509
Alaska,New Jersey,2,66.003,-148.728,40.224,-74.63
New Mexico,Tennessee,9,35.3,-105.162,35.482,-88.355
Alaska,Massachusetts,2,63.04,-148.499,42.279,-72.0
Iowa,Michigan,8,41.605,-92.131,42.595,-83.98
Washington,Arizona,33,47.431,-122.19,33.615,-112.143
District of Columbia,Alaska,2,38.89,-77.024,62.984,-148.622
Iowa,Alabama,3,41.581,-90.512,34.459,-86.932
Michigan,Idaho,1,42.208,-83.356,47.522,-116.846
New Jersey,Arizona,20,40.502,-74.225,33.436,-111.489
Minnesota,West Virginia,1,44.942,-93.106,38.92,-80.182
Ohio,New Jersey,39,40.336,-82.665,40.6,-74.3
Illinois,Connecticut,9,41.502,-88.021,41.499,-73.045
South Carolina,Indiana,5,34.203,-80.899,38.788,-86.739
Louisiana,Oregon,3,29.974,-90.057,44.535,-121.485
New Jersey,Alabama,7,40.563,-74.448,33.359,-86.944
Connecticut,Arizona,4,41.594,-72.684,33.062,-111.75
California,Colorado,251,35.232,-119.413,39.126,-105.185
Maryland,Arkansas,6,38.985,-76.936,35.512,-93.284
Mississippi,Hawaii,1,33.282,-90.775,20.851,-156.319
Oklahoma,Georgia,25,35.505,-97.488,33.438,-83.942
Arizona,North Carolina,20,33.655,-111.82,35.439,-80.335
Florida,Iowa,7,28.171,-82.374,42.088,-93.84
North Carolina,Indiana,32,35.513,-80.441,40.051,-86.244
Kansas,Tennessee,20,38.9,-97.381,35.92,-87.082
Kentucky,Alabama,12,37.287,-86.385,33.832,-86.801
Delaware,Ohio,3,39.448,-75.554,40.654,-82.01
Nebraska,Michigan,8,41.092,-98.13,42.762,-84.096
New Mexico,District of Columbia,5,33.822,-106.715,38.895,-77.014
North Carolina,Texas,93,35.438,-80.067,31.647,-97.197
Arizona,Missouri,22,34.213,-112.041,38.439,-92.479
Ohio,Nevada,29,40.294,-82.831,36.492,-115.56
Michigan,Kentucky,17,42.497,-83.701,37.936,-85.09
Nevada,Texas,157,36.208,-115.281,30.955,-97.718
Kentucky,Maryland,15,38.309,-85.141,39.081,-76.876
New Hampshire,Connecticut,15,43.094,-71.82,41.598,-72.814
Iowa,Colorado,16,41.441,-94.151,39.587,-104.429
South Dakota,South Dakota,2781,43.863,-98.536,43.875,-98.653
Utah,Massachusetts,7,40.37,-111.923,42.301,-71.378
Hawaii,Massachusetts,5,21.038,-157.329,42.1,-71.375
Florida,Utah,19,27.861,-81.677,39.697,-111.625
Kentucky,Kansas,6,37.499,-85.849,38.897,-97.985
