o_place,d_place,cnt,o_lat,o_lon,d_lat,d_lon
27,04,20839,45.259,-93.744,33.498,-111.996
22,28,84640,30.653,-90.975,31.5,-89.92
56,29,875,42.376,-106.705,38.641,-92.902
25,49,1200,42.292,-71.329,40.475,-111.85
22,13,17977,30.584,-91.299,33.529,-84.037
32,41,4087,37.945,-117.256,44.441,-122.348
50,06,577,43.883,-72.957,35.594,-119.558
31,13,2209,41.15,-96.822,33.522,-83.914
72,33,129,18.304,-66.137,43.334,-71.392
23,37,1355,44.208,-69.817,35.338,-79.378
46,11,9,44.696,-101.783,38.913,-77.051
38,54,68,46.953,-98.702,39.226,-79.98
27,41,1118,45.198,-93.548,44.908,-122.527
06,26,9791,34.79,-118.751,42.792,-84.099
48,23,1545,31.006,-97.624,44.187,-69.772
10,27,54,38.804,-75.413,46.002,-93.349
53,13,4381,47.317,-122.097,33.381,-83.877
12,51,50688,28.204,-81.926,37.824,-77.764
27,29,6674,45.082,-93.614,38.617,-92.86
41,18,594,44.504,-122.622,40.482,-86.259
20,48,39467,38.387,-96.817,31.508,-97.544
27,12,53624,45.126,-93.539,27.342,-81.824
37,40,3853,35.388,-79.472,35.594,-96.87
37,54,15304,35.526,-79.654,38.35,-80.904
27,06,8377,45.075,-93.521,35.357,-118.98
35,36,717,34.642,-106.203,41.737,-74.817
13,01,134982,33.237,-84.332,32.843,-86.159
01,31,901,32.644,-86.701,41.135,-96.934
04,09,929,33.348,-111.91,41.457,-72.788
21,23,318,37.957,-84.957,44.234,-69.676
51,54,31081,38.005,-78.758,38.568,-79.951
46,48,4213,44.109,-98.809,30.914,-97.464
25,41,480,42.329,-71.277,45.072,-122.381
15,01,603,21.251,-157.673,32.715,-86.816
49,34,567,40.455,-111.972,40.462,-74.471
21,18,79227,37.922,-85.923,38.846,-86.292
33,28,97,42.983,-71.493,32.277,-89.978
45,18,5677,33.926,-81.018,39.991,-86.157
20,11,57,38.476,-95.658,38.904,-77.019
50,49,107,44.061,-72.994,40.672,-111.868
45,23,794,33.798,-80.846,43.982,-69.994
34,35,465,40.364,-74.293,34.502,-106.292
23,29,268,44.308,-69.767,38.505,-92.664
54,04,524,39.066,-80.125,33.814,-112.16
15,29,451,21.106,-157.537,38.302,-93.051
36,17,8430,41.56,-74.787,41.466,-88.256
54,44,96,39.687,-80.004,41.76,-71.473
19,56,1262,41.966,-93.676,42.325,-106.681
16,11,47,44.243,-113.925,38.913,-77.015
33,47,515,43.274,-71.477,35.953,-85.729
20,16,931,38.604,-96.747,44.14,-115.325
13,55,4708,33.366,-83.826,43.64,-88.82
02,49,602,61.324,-147.709,40.086,-112.012
36,50,20656,41.747,-73.823,43.563,-72.908
35,53,972,34.399,-106.183,47.369,-121.504
37,31,1336,35.405,-79.246,41.093,-97.316
36,15,2820,41.128,-74.102,20.974,-157.228
53,08,6158,47.375,-121.503,39.543,-105.256
17,72,1452,41.639,-88.091,18.344,-66.283
27,26,5323,45.142,-93.384,43.744,-85.354
17,49,4252,41.513,-88.192,40.256,-111.813
21,26,8145,38.047,-85.142,42.778,-84.098
54,15,60,38.773,-79.92,21.058,-157.247
18,72,783,40.134,-86.286,18.302,-66.401
45,26,6081,33.864,-80.922,42.885,-84.146
48,17,37976,31.253,-97.237,41.014,-88.513
12,22,34371,28.82,-83.251,30.469,-91.02
41,44,15,44.893,-122.064,41.742,-71.474
55,51,3421,43.526,-88.653,37.663,-78.154
27,44,35,45.553,-93.847,41.624,-71.43
12,28,24287,29.172,-83.617,31.917,-89.317
54,30,83,38.848,-80.91,46.85,-111.786
28,38,297,31.418,-89.445,47.659,-100.397
01,42,4060,32.875,-86.78,40.42,-77.171
31,16,765,41.124,-98.412,43.852,-115.261
35,33,79,34.427,-106.428,43.245,-71.421
38,16,1561,47.668,-101.675,44.426,-114.916
13,35,1927,33.334,-83.802,34.71,-106.226
01,05,9626,32.895,-86.888,35.097,-92.071
30,30,820079,46.69,-111.298,46.704,-111.329
38,39,941,47.444,-99.514,40.479,-82.746
23,23,1045400,44.287,-69.746,44.271,-69.746
34,04,3431,40.429,-74.401,33.636,-111.949
54,35,177,39.138,-80.787,34.592,-106.476
46,05,496,44.148,-100.071,35.14,-92.974
18,46,622,40.337,-86.404,43.885,-98.801
27,55,74227,45.07,-93.017,44.691,-90.962
48,37,29818,31.154,-97.431,35.436,-79.949
06,32,154157,35.732,-119.35,37.314,-116.751
33,36,3958,43.155,-71.521,41.64,-74.313
41,23,109,45.058,-122.213,44.031,-69.754
15,30,383,21.084,-157.407,46.566,-112.873
17,46,1578,41.054,-88.585,43.907,-99.148
24,11,74844,38.973,-76.905,38.908,-77.01
21,29,9338,37.465,-86.54,37.986,-91.393
09,32,403,41.43,-72.962,36.502,-115.639
38,13,979,47.631,-99.544,33.609,-84.146
55,34,1646,43.321,-89.072,40.445,-74.419
45,72,494,33.928,-81.086,18.294,-66.211
15,17,847,21.269,-157.783,41.513,-88.294
30,06,5150,46.541,-111.563,35.661,-119.265
29,28,7956,37.967,-92.071,32.987,-89.583
33,11,47,43.207,-71.603,38.9,-77.02
51,42,37057,38.07,-77.783,40.393,-77.086
32,18,1202,36.749,-115.876,40.388,-86.321
35,56,374,34.71,-105.942,42.17,-107.167
48,10,1137,31.038,-97.256,39.221,-75.531
26,13,17945,42.726,-84.209,33.306,-83.909
08,27,6015,39.641,-105.099,45.126,-93.496
54,06,797,38.956,-80.674,35.222,-118.883
08,08,4777548,39.572,-105.089,39.566,-105.113
26,28,2723,43.006,-84.269,32.297,-89.446
09,49,652,41.414,-73.095,40.389,-111.783
34,38,131,40.214,-74.29,47.423,-97.875
51,25,4963,37.984,-77.677,42.256,-71.401
53,53,5703977,47.317,-121.664,47.32,-121.681
17,06,22839,41.583,-88.129,34.909,-118.837
11,55,131,38.903,-76.999,43.894,-88.471
12,42,42202,27.875,-81.663,40.477,-76.922
56,38,805,43.195,-106.604,47.49,-101.525
21,01,11271,37.685,-85.744,33.019,-86.847
24,39,5157,39.129,-76.821,40.585,-82.597
27,15,1915,44.864,-93.408,20.939,-157.089
37,47,56492,35.54,-80.497,35.925,-84.706
36,26,9308,42.007,-75.362,42.661,-83.726
34,50,9747,40.52,-74.346,43.498,-72.856
24,02,129,38.839,-76.841,61.452,-149.647
18,06,9999,40.215,-86.406,35.017,-118.951
36,08,6479,41.359,-74.481,39.548,-105.661
72,72,799261,18.3,-66.302,18.306,-66.306
49,38,236,40.548,-111.691,47.681,-101.004
10,21,194,39.341,-75.581,37.828,-85.06
55,15,1346,43.508,-89.045,20.972,-157.222
35,30,316,34.87,-105.999,46.445,-111.971
56,02,135,41.868,-107.679,61.838,-149.605
18,13,19174,39.816,-86.374,33.316,-83.96
46,50,8,45.378,-99.992,44.014,-72.213
49,17,2474,40.389,-111.918,41.344,-88.461
08,55,4539,39.551,-105.095,43.756,-89.138
24,44,550,39.2,-76.785,41.69,-71.462
54,33,178,39.154,-79.818,43.184,-71.45
08,12,34081,39.554,-105.135,27.699,-81.868
55,45,3394,43.638,-88.829,33.518,-80.572
25,26,2189,42.269,-71.302,42.752,-84.07
37,39,21893,35.405,-79.436,40.316,-82.781
23,32,160,44.048,-69.995,36.851,-116.146
53,45,2099,47.344,-121.982,33.924,-80.908
02,55,475,61.711,-149.495,43.843,-89.091
28,44,71,32.495,-89.014,41.684,-71.471
09,37,4027,41.473,-72.86,35.403,-79.493
42,25,7416,40.421,-76.567,42.247,-71.429
42,31,674,40.499,-76.76,41.104,-97.537
12,54,12160,28.36,-82.026,38.656,-80.573
05,48,121174,34.894,-93.23,32.334,-96.333
09,38,42,41.415,-72.136,48.028,-101.283
10,16,50,39.26,-75.561,43.536,-113.65
06,50,401,35.776,-119.844,43.996,-72.842
19,45,1976,41.83,-92.881,33.64,-80.57
15,15,1171709,21.202,-157.628,21.189,-157.611
26,42,8297,42.722,-84.097,40.557,-77.856
29,05,50874,37.273,-92.44,35.805,-92.58
40,20,33381,36.084,-97.062,37.895,-97.212
13,46,790,33.266,-83.61,43.958,-100.337
31,36,445,41.137,-96.877,41.538,-74.446
22,48,166214,30.96,-92.127,31.223,-96.37
45,37,247631,34.346,-80.899,35.29,-80.608
16,51,1111,44.203,-114.573,37.802,-77.364
26,05,2967,42.942,-84.604,35.148,-92.42
08,31,11757,39.769,-104.786,41.17,-99.198
26,22,2887,42.903,-84.274,30.536,-91.045
28,10,223,32.414,-89.271,39.23,-75.502
31,05,1651,41.158,-97.36,35.373,-92.84
34,29,1335,40.402,-74.404,38.523,-92.425
32,06,76639,37.424,-116.875,35.946,-119.275
29,22,6572,38.194,-92.631,30.974,-91.653
16,25,242,44.118,-113.548,42.295,-71.255
55,11,186,43.279,-88.841,38.917,-77.025
09,30,302,41.287,-73.219,46.009,-112.046
35,20,923,34.242,-105.521,38.226,-97.559
49,28,742,40.497,-111.918,32.78,-89.514
53,11,145,47.391,-121.494,38.899,-77.025
10,25,635,39.39,-75.588,42.254,-71.405
56,13,564,42.749,-107.482,33.601,-84.066
27,05,1582,45.302,-93.584,35.372,-93.096
16,30,5614,45.122,-114.937,46.717,-112.395
01,38,252,33.16,-86.899,47.706,-100.555
47,34,4163,35.947,-85.99,40.439,-74.455
53,10,184,47.339,-121.636,39.178,-75.472
29,18,10984,38.33,-91.878,39.936,-86.422
42,37,20256,40.464,-77.126,35.442,-79.259
11,51,14909,38.902,-77.011,38.545,-77.272
56,54,126,42.852,-106.552,39.014,-80.849
08,17,12952,39.564,-105.085,41.249,-88.427
18,51,5628,40.097,-86.235,37.821,-77.932
17,02,504,40.785,-88.525,61.336,-149.695
46,12,4717,43.847,-98.504,27.608,-81.807
26,37,10346,42.873,-84.239,35.406,-79.828
06,25,5380,34.966,-119.095,42.282,-71.249
04,53,15325,33.368,-112.029,47.344,-121.607
12,01,99829,29.635,-84.557,32.084,-86.695
32,45,1052,36.891,-116.23,33.862,-80.57
22,17,5288,30.656,-91.362,40.932,-88.473
50,16,39,43.981,-72.921,43.659,-113.57
13,36,14856,33.485,-83.847,41.492,-74.729
09,20,171,41.375,-72.989,38.472,-95.997
22,38,372,31.112,-92.344,47.506,-100.534
17,54,1941,40.861,-88.665,38.711,-80.918
72,49,223,18.397,-66.156,40.59,-111.68
24,17,2974,39.118,-76.772,41.299,-88.348
09,48,3564,41.494,-72.85,31.141,-97.092
50,45,314,44.048,-72.872,33.564,-80.356
02,42,289,62.059,-149.714,40.505,-76.507
53,46,797,47.156,-121.662,44.0,-100.241
39,08,7972,40.401,-82.811,39.552,-105.293
72,35,38,18.327,-66.022,33.824,-105.189
27,53,2263,45.219,-93.674,47.374,-121.831
37,01,17626,35.379,-79.708,32.862,-86.634
19,35,1148,41.768,-93.301,34.757,-106.113
40,38,542,35.623,-96.921,47.643,-100.096
39,27,3783,40.417,-82.766,45.183,-93.49
39,33,1013,40.459,-83.08,43.19,-71.432
24,31,377,39.168,-76.805,41.055,-97.384
21,09,767,37.891,-85.476,41.502,-72.915
41,38,200,44.874,-122.487,47.313,-99.293
05,42,1434,35.194,-92.749,40.573,-77.565
05,56,891,35.53,-92.958,42.73,-107.676
38,27,43924,47.21,-97.83,46.004,-94.703
09,12,32852,41.436,-72.969,27.372,-81.353
06,55,6100,35.569,-119.234,43.652,-88.994
51,51,7633109,37.719,-77.748,37.735,-77.702
23,44,918,44.218,-69.847,41.746,-71.468
23,50,1036,44.039,-69.951,44.092,-72.742
01,34,3052,32.873,-86.969,40.335,-74.421
47,38,291,36.09,-85.793,47.446,-100.085
16,28,321,44.689,-115.173,32.38,-89.483
17,21,27806,39.718,-88.594,37.515,-86.794
54,01,1209,38.967,-80.519,33.129,-86.726
39,01,7466,40.223,-83.144,32.855,-86.921
47,44,348,35.88,-86.453,41.694,-71.442
23,17,394,44.329,-69.542,41.336,-88.271
51,02,305,37.841,-77.656,61.445,-148.793
11,21,375,38.905,-77.039,38.018,-85.171
40,31,3174,35.664,-97.061,41.109,-97.736
42,53,1869,40.363,-76.938,47.39,-121.992
40,25,476,35.623,-97.01,42.261,-71.459
32,33,47,36.974,-116.332,43.252,-71.459
36,51,23380,41.443,-74.546,37.944,-77.586
34,33,2299,40.517,-74.416,43.407,-71.425
44,44,740594,41.762,-71.459,41.761,-71.452
08,23,408,39.543,-105.151,44.054,-69.854
44,50,1330,41.668,-71.448,43.905,-72.81
20,38,493,38.703,-96.279,47.383,-99.356
47,47,8897198,35.812,-86.293,35.804,-86.312
09,42,6356,41.471,-72.871,40.498,-76.336
19,10,143,41.585,-92.715,38.943,-75.396
21,25,569,37.881,-85.515,42.256,-71.331
02,34,193,63.046,-149.278,40.48,-74.379
02,20,298,63.708,-148.47,38.466,-96.127
50,33,14528,43.783,-72.488,43.502,-72.037
05,41,549,35.581,-93.299,44.762,-122.388
49,26,1450,40.238,-111.917,42.954,-84.309
48,47,51763,31.228,-97.043,35.772,-86.41
04,34,2046,33.24,-111.852,40.45,-74.433
25,53,1362,42.286,-71.324,47.562,-122.067
72,56,2,18.422,-67.137,41.602,-109.218
42,16,391,40.504,-77.505,43.949,-114.952
22,27,1166,30.955,-91.761,45.777,-93.506
39,50,641,40.535,-82.797,43.845,-72.811
24,33,834,39.111,-76.712,43.368,-71.565
18,37,8334,40.092,-86.165,35.449,-80.097
38,31,1198,47.359,-99.448,41.261,-97.682
23,01,726,44.293,-69.733,32.562,-86.321
12,34,44213,27.587,-81.433,40.384,-74.415
10,42,33630,39.528,-75.571,40.066,-75.65
46,33,32,43.943,-99.815,43.005,-71.311
17,23,593,41.446,-88.252,44.069,-69.883
15,41,2366,21.015,-157.353,44.804,-122.698
15,55,271,21.222,-157.532,43.954,-89.744
26,02,333,43.663,-84.781,61.565,-149.352
26,16,808,42.922,-84.468,44.596,-115.084
16,42,361,43.946,-114.736,40.601,-77.553
44,23,1433,41.709,-71.451,44.107,-70.092
15,27,424,21.13,-157.383,44.943,-93.718
44,37,930,41.698,-71.464,35.474,-79.613
38,10,53,47.427,-98.402,39.47,-75.633
55,10,209,43.235,-88.91,39.257,-75.527
45,42,14417,33.839,-80.647,40.453,-77.121
53,04,20364,47.349,-121.518,33.46,-112.159
12,46,2437,28.249,-82.26,43.824,-99.441
33,21,239,43.127,-71.516,38.108,-85.372
48,34,9129,30.96,-97.185,40.421,-74.415
40,29,46743,35.877,-96.291,37.407,-93.342
72,30,3,18.495,-67.129,46.223,-110.538
72,24,396,18.359,-66.24,39.081,-76.772
23,34,1639,44.388,-69.649,40.442,-74.435
51,35,1384,37.82,-77.769,34.651,-106.439
02,47,496,61.857,-146.809,35.829,-86.472
20,23,171,38.934,-96.552,44.844,-69.069
11,16,72,38.901,-77.023,43.92,-114.711
20,33,158,38.834,-96.362,43.577,-71.313
46,39,916,44.028,-99.17,40.28,-82.679
51,31,1072,37.933,-77.534,41.22,-97.117
17,12,213432,41.38,-88.364,27.399,-81.869
40,51,2550,35.498,-97.095,37.762,-77.747
40,45,1838,35.491,-96.936,33.976,-80.912
30,26,528,46.515,-110.847,43.451,-84.903
02,04,2102,62.279,-148.473,33.497,-112.151
12,56,4234,28.075,-81.941,42.962,-108.759
45,46,230,33.567,-80.542,44.302,-100.643
04,10,259,33.304,-111.765,39.383,-75.552
34,44,1535,40.533,-74.394,41.657,-71.449
29,33,141,38.636,-91.995,43.196,-71.356
15,23,30,21.389,-157.985,45.236,-69.24
28,29,12318,33.074,-89.527,37.545,-91.908
20,34,541,38.624,-96.457,40.51,-74.351
34,10,15574,39.991,-74.859,39.463,-75.535
24,42,55572,39.332,-76.859,40.124,-76.876
12,39,48524,28.025,-82.094,40.403,-82.849
25,37,5447,42.259,-71.331,35.502,-79.528
31,54,129,41.358,-97.899,39.216,-80.687
54,49,309,38.915,-80.817,40.646,-111.84
08,47,5412,39.44,-105.022,35.794,-86.686
15,24,520,21.324,-157.784,39.084,-76.896
36,21,2738,41.697,-75.083,38.023,-85.216
45,55,2023,33.927,-80.983,43.598,-88.845
09,26,1315,41.458,-72.785,42.7,-84.043
45,34,12901,33.814,-80.638,40.402,-74.446
32,19,969,36.966,-116.11,41.658,-92.619
54,13,2784,38.684,-80.944,33.331,-83.616
39,13,20875,40.256,-83.073,33.264,-83.782
30,40,696,46.622,-111.106,35.801,-97.01
30,54,50,46.149,-108.684,39.26,-78.612
20,06,7418,38.526,-96.426,35.178,-118.814
32,36,1645,36.478,-115.61,41.649,-75.068
42,55,2239,40.506,-77.239,43.668,-89.042
72,01,148,18.301,-66.546,33.2,-86.707
12,24,22375,28.078,-81.786,39.122,-76.775
37,72,1146,35.46,-79.449,18.319,-66.348
25,42,7306,42.284,-71.357,40.367,-76.266
04,31,3692,33.366,-111.911,41.173,-97.331
01,09,1001,33.222,-86.891,41.518,-72.813
13,39,17140,33.441,-83.813,40.262,-83.024
49,37,1431,40.395,-111.898,35.469,-79.809
44,06,1093,41.734,-71.401,35.263,-119.293
53,35,1606,47.462,-121.819,34.711,-106.488
56,19,511,42.33,-106.045,41.895,-93.921
41,11,83,44.325,-122.311,38.907,-77.019
02,31,195,61.251,-147.476,41.203,-98.91
31,72,115,41.202,-96.663,18.298,-66.613
47,10,558,35.831,-85.411,39.206,-75.522
50,18,123,44.247,-72.92,39.953,-86.393
42,28,1640,40.463,-77.507,32.307,-89.416
38,34,253,47.83,-99.681,40.133,-74.755
44,13,921,41.733,-71.42,33.398,-83.823
24,22,1635,39.007,-76.793,30.557,-91.134
20,54,390,38.302,-96.458,38.984,-80.522
01,33,398,32.837,-86.654,43.268,-71.313
49,19,800,40.419,-111.872,41.662,-93.293
20,28,2258,38.323,-96.52,32.616,-89.489
17,32,8986,41.493,-88.213,36.402,-115.474
51,05,2929,37.693,-77.561,35.291,-92.655
31,34,198,41.087,-97.178,40.307,-74.618
21,72,277,37.925,-85.667,18.345,-66.243
31,24,307,41.192,-97.207,39.142,-76.813
11,22,296,38.906,-77.033,30.522,-91.073
13,54,4623,33.321,-83.686,38.599,-80.752
32,27,1248,36.449,-115.55,45.023,-93.449
36,45,18061,41.528,-74.62,33.671,-80.335
37,24,17879,35.508,-79.157,39.126,-76.792
45,25,4011,33.734,-80.557,42.222,-71.348
11,19,51,38.902,-77.034,42.118,-92.624
23,53,276,43.989,-69.778,47.369,-121.096
01,37,24015,32.956,-86.608,35.474,-80.782
15,13,1636,21.36,-157.846,33.358,-83.768
49,32,25669,39.682,-112.27,37.011,-115.356
49,40,1603,40.345,-111.913,35.669,-96.803
38,42,487,47.404,-99.238,40.576,-77.863
19,25,314,41.765,-93.278,42.347,-71.375
02,46,61,60.975,-150.393,43.913,-99.224
20,22,3091,38.48,-96.325,30.775,-91.669
15,32,6107,21.234,-157.712,36.424,-115.612
34,55,816,40.326,-74.483,43.629,-88.799
23,49,56,44.015,-70.147,40.477,-111.928
30,18,400,46.617,-111.454,40.234,-86.185
15,09,120,21.16,-157.595,41.465,-72.695
41,35,676,44.794,-122.466,34.652,-106.728
30,37,607,46.825,-111.525,35.464,-80.404
01,16,935,32.667,-87.003,43.833,-114.503
04,41,8466,33.523,-112.126,44.669,-122.511
06,23,798,34.721,-118.577,43.985,-69.938
37,02,731,35.284,-80.043,61.343,-147.116
05,34,615,35.294,-92.791,40.316,-74.501
