o_place,d_place,cnt,o_lat,o_lon,d_lat,d_lon
Tennessee,Utah,4,35.505,-88.921,40.782,-111.926
Georgia,Massachusetts,12,33.762,-84.426,42.275,-71.764
Wisconsin,Washington,6,43.183,-88.27,47.025,-121.871
Nevada,Colorado,22,36.345,-115.347,38.883,-105.552
Connecticut,Arkansas,1,41.061,-73.595,34.731,-92.642
Texas,Ohio,27,30.723,-96.467,40.509,-82.149
North Carolina,Kentucky,15,35.683,-80.608,38.064,-85.094
New York,Texas,70,41.048,-74.155,31.163,-97.335
New Hampshire,Massachusetts,192,42.963,-71.402,42.485,-71.285
South Dakota,Texas,3,43.61,-101.136,30.97,-97.413
California,Missouri,25,34.603,-118.52,38.671,-92.359
Oklahoma,Washington,8,35.918,-96.716,47.736,-122.198
New Mexico,Nebraska,1,35.117,-106.633,40.646,-99.004
California,Maryland,24,34.865,-118.941,39.078,-76.725
Rhode Island,New Hampshire,2,41.751,-71.396,43.682,-71.958
Arkansas,Michigan,10,34.854,-92.341,42.597,-84.255
Georgia,Mississippi,46,33.632,-84.188,32.618,-89.738
Virginia,Wisconsin,1,37.279,-76.703,43.723,-87.848
Louisiana,Alabama,50,30.403,-90.808,32.071,-86.911
Georgia,Maryland,32,33.67,-84.112,39.208,-76.792
Mississippi,West Virginia,3,32.783,-90.001,38.18,-81.131
Oregon,Oklahoma,3,45.536,-122.631,36.04,-96.95
Nebraska,Pennsylvania,2,42.097,-97.638,39.942,-75.289
North Carolina,Virginia,233,35.769,-79.45,37.483,-78.233
North Carolina,North Dakota,2,35.537,-78.999,47.235,-98.914
Missouri,New York,14,38.721,-92.235,41.196,-74.416
West Virginia,South Carolina,5,38.3,-80.632,33.338,-80.671
Florida,Alabama,69,29.358,-84.132,32.401,-86.749
Indiana,Rhode Island,2,39.78,-86.143,41.817,-71.422
Pennsylvania,Maryland,138,40.107,-76.418,39.305,-76.785
Oregon,Iowa,1,45.562,-122.631,41.93,-92.672
Florida,Maryland,28,27.484,-81.206,39.183,-76.697
Arizona,Louisiana,5,33.564,-111.453,30.255,-90.531
Nevada,Idaho,11,39.447,-115.919,43.924,-115.436
Missouri,Georgia,18,38.525,-91.34,33.489,-84.194
Idaho,Texas,6,43.824,-115.783,32.426,-96.953
Washington,Idaho,61,47.209,-118.782,46.329,-116.306
Georgia,New Jersey,21,33.653,-83.895,40.522,-74.343
New York,Washington,14,41.221,-74.378,47.017,-121.771
Alabama,Illinois,10,33.214,-87.02,41.033,-88.15
Illinois,District of Columbia,9,41.715,-88.223,38.896,-77.022
New Hampshire,Illinois,2,43.089,-70.895,42.088,-87.885
Illinois,Nebraska,12,41.416,-88.214,41.007,-97.407
California,Ohio,27,34.722,-118.948,40.409,-82.676
Pennsylvania,Virginia,76,40.216,-76.547,38.281,-77.601
District of Columbia,Maryland,905,38.9,-77.013,38.965,-76.91
West Virginia,Tennessee,11,38.708,-80.357,35.75,-86.889
Kansas,Oklahoma,38,38.002,-96.252,35.852,-97.222
Illinois,Rhode Island,1,41.834,-87.732,41.699,-71.437
District of Columbia,Missouri,1,38.895,-77.037,39.102,-94.581
Maryland,Michigan,3,39.173,-76.767,42.55,-84.106
New Mexico,Idaho,2,35.117,-106.633,44.546,-115.19
South Carolina,Washington,2,33.553,-81.207,47.456,-122.324
New York,Kentucky,19,41.022,-74.485,37.81,-85.159
Arkansas,Louisiana,12,34.303,-92.272,31.864,-93.081
Nevada,South Carolina,2,36.147,-115.179,33.994,-80.794
Massachusetts,Maryland,5,42.328,-71.495,38.893,-76.631
Utah,Pennsylvania,2,40.557,-111.875,41.041,-78.367
Missouri,Nevada,10,38.837,-92.024,36.851,-115.769
Georgia,Missouri,12,33.694,-84.225,38.51,-92.858
Nevada,Florida,28,36.262,-115.403,27.328,-81.313
Nebraska,Mississippi,2,40.988,-97.56,34.653,-89.149
Indiana,New Hampshire,2,39.292,-86.51,43.022,-71.11
Nevada,Arizona,81,36.288,-115.411,34.245,-112.304
West Virginia,Ohio,91,39.19,-81.37,39.834,-82.108
Ohio,Connecticut,4,41.279,-82.134,41.42,-73.103
Pennsylvania,Colorado,6,40.23,-76.505,39.361,-105.192
South Carolina,California,12,34.014,-80.83,34.525,-118.537
Arkansas,North Carolina,4,35.241,-92.193,35.377,-80.9
Utah,Kentucky,1,38.029,-110.517,37.054,-88.235
Pennsylvania,Georgia,36,40.142,-75.936,33.374,-83.995
Illinois,Michigan,78,41.666,-87.908,42.654,-84.826
South Dakota,Illinois,2,43.216,-97.063,41.27,-88.584
Kentucky,Arkansas,1,36.82,-85.67,33.427,-91.486
Florida,Colorado,44,27.175,-81.337,39.385,-105.401
Rhode Island,Vermont,3,41.746,-71.407,43.624,-72.633
Michigan,Kansas,5,42.397,-83.47,38.975,-97.808
Wisconsin,Colorado,3,44.157,-88.767,38.724,-105.429
Arkansas,Arizona,7,34.601,-92.395,34.003,-111.954
West Virginia,Arkansas,3,38.201,-81.806,34.628,-92.075
South Carolina,Minnesota,2,34.579,-81.215,45.716,-93.16
Pennsylvania,Washington,6,40.446,-76.061,47.297,-120.769
Florida,Tennessee,57,28.105,-81.959,35.745,-86.125
New York,South Carolina,9,41.006,-74.159,34.088,-80.795
District of Columbia,Colorado,1,38.895,-77.037,39.739,-104.984
Pennsylvania,Indiana,10,40.493,-77.543,40.04,-85.863
Tennessee,Minnesota,4,35.745,-87.028,45.459,-93.652
Iowa,North Carolina,3,42.083,-93.093,35.402,-81.24
Florida,California,143,27.246,-81.107,34.971,-119.076
South Dakota,California,6,43.661,-98.992,34.29,-118.27
California,Rhode Island,2,35.015,-119.598,41.553,-71.482
Louisiana,Pennsylvania,7,30.516,-91.583,40.424,-76.141
New York,Rhode Island,27,41.103,-74.103,41.718,-71.454
Maine,Virginia,1,43.589,-70.336,38.003,-79.421
Nevada,Kentucky,2,37.772,-117.433,38.224,-85.74
Illinois,West Virginia,4,40.581,-88.432,39.086,-80.76
Missouri,Kansas,418,38.999,-94.38,38.805,-95.675
Delaware,Wyoming,1,39.118,-75.558,43.0,-107.555
Alabama,Oklahoma,1,32.636,-85.385,35.483,-97.552
New Jersey,Oregon,6,40.643,-74.13,44.247,-121.292
Utah,Missouri,5,40.683,-111.798,38.119,-92.563
Massachusetts,Minnesota,1,42.477,-72.608,45.011,-93.456
Arkansas,Ohio,6,35.042,-91.841,40.69,-82.413
Missouri,Minnesota,7,39.129,-92.386,44.848,-93.906
Montana,Nevada,2,47.755,-113.176,38.854,-115.457
Missouri,California,30,38.526,-92.638,34.635,-118.611
South Carolina,Iowa,1,32.45,-80.633,42.025,-93.617
Maryland,North Carolina,54,39.058,-76.707,35.582,-79.301
New Jersey,Illinois,8,40.57,-74.286,41.69,-87.946
Illinois,Massachusetts,15,41.667,-87.808,42.219,-71.396
Idaho,Illinois,1,43.259,-115.253,39.764,-89.616
South Dakota,Alabama,1,44.076,-103.228,32.574,-85.435
Illinois,Louisiana,6,41.29,-87.961,30.749,-91.085
Georgia,Arizona,12,33.176,-83.825,33.479,-112.058
Oregon,Texas,11,45.187,-122.893,30.974,-97.366
Pennsylvania,Utah,3,40.306,-75.783,39.015,-112.667
Colorado,Nevada,31,38.986,-106.147,36.692,-115.663
Illinois,New York,61,41.054,-88.119,41.438,-74.804
Texas,Alabama,47,31.182,-96.052,32.724,-86.882
South Carolina,Montana,1,32.205,-80.882,46.917,-113.434
South Carolina,New Mexico,1,33.735,-78.928,33.939,-105.123
Michigan,Indiana,94,42.43,-85.181,40.917,-86.089
California,Florida,108,34.698,-118.793,27.058,-81.096
Tennessee,Arizona,9,36.0,-86.946,33.985,-111.787
Colorado,New Jersey,5,39.731,-105.09,40.788,-74.16
Missouri,Pennsylvania,12,38.566,-91.97,40.103,-76.2
Iowa,Arkansas,1,41.023,-95.629,34.722,-92.342
Louisiana,Delaware,4,30.008,-90.501,39.353,-75.473
New Jersey,Arizona,6,40.476,-74.326,33.485,-112.059
Ohio,New Jersey,19,40.518,-82.335,40.597,-74.326
Illinois,Connecticut,3,41.429,-88.358,41.53,-73.002
South Carolina,Indiana,5,33.913,-80.557,40.217,-86.665
Louisiana,Oregon,2,30.205,-90.581,45.029,-123.522
New Jersey,Alabama,2,40.702,-74.145,32.606,-86.033
Connecticut,Arizona,4,41.8,-72.703,34.014,-111.902
California,Colorado,81,34.665,-118.574,39.198,-105.35
Maryland,Arkansas,3,38.991,-76.706,35.021,-92.944
Oklahoma,Georgia,13,35.034,-96.521,33.493,-84.288
Maine,Wisconsin,1,43.662,-70.261,43.15,-87.911
Arizona,North Carolina,4,33.21,-111.285,35.646,-79.558
Missouri,Indiana,13,38.329,-92.081,39.977,-86.359
Wisconsin,Nevada,4,43.244,-89.295,36.722,-114.99
Delaware,New York,13,39.292,-75.516,41.07,-74.327
Mississippi,Maine,1,32.311,-90.21,44.82,-69.236
California,Texas,250,34.621,-118.769,31.621,-97.706
Pennsylvania,California,50,40.329,-76.981,35.358,-119.129
Indiana,Georgia,34,39.812,-86.339,33.473,-83.986
Delaware,Georgia,4,39.653,-75.647,32.903,-84.087
Wisconsin,Idaho,1,44.737,-90.496,43.612,-116.392
Texas,Maine,3,31.917,-97.428,45.026,-68.818
Tennessee,Tennessee,31451,35.796,-86.758,35.795,-86.756
Nevada,Alabama,5,37.259,-116.705,33.294,-86.415
Kentucky,Oklahoma,4,37.813,-85.871,35.421,-96.474
Michigan,Michigan,31163,42.625,-83.923,42.626,-83.924
Connecticut,Ohio,1,41.6,-72.7,40.067,-81.445
Wisconsin,Minnesota,53,44.616,-90.945,45.31,-93.237
Tennessee,Arkansas,88,35.357,-89.214,35.009,-91.435
Iowa,Nebraska,57,41.651,-95.326,41.283,-96.778
New Jersey,South Carolina,11,40.484,-74.332,33.882,-80.857
Arizona,North Dakota,1,33.639,-111.858,46.865,-96.83
Montana,Colorado,2,46.939,-112.015,39.357,-105.211
Arkansas,Oklahoma,45,35.389,-93.582,35.601,-96.486
Oklahoma,Montana,3,35.948,-98.627,47.66,-112.076
Illinois,Tennessee,37,41.021,-88.182,35.934,-86.293
Idaho,Nebraska,2,43.605,-116.319,40.653,-98.731
Illinois,Kansas,30,41.111,-88.798,39.245,-98.16
South Dakota,Tennessee,1,44.899,-102.802,35.928,-86.862
Massachusetts,Kentucky,2,42.307,-71.444,38.037,-85.761
Maine,Nevada,1,44.1,-70.215,36.04,-114.982
Arizona,Kansas,13,34.024,-111.831,38.378,-97.642
New Mexico,Indiana,1,35.204,-106.679,39.953,-86.41
District of Columbia,Wisconsin,3,38.899,-77.014,43.423,-88.383
Indiana,Tennessee,38,39.786,-86.158,35.991,-86.393
Georgia,Alabama,234,33.382,-84.465,32.783,-86.255
District of Columbia,New Jersey,20,38.897,-77.01,40.348,-74.57
Colorado,Connecticut,1,38.83,-104.821,41.269,-72.957
Kentucky,Connecticut,2,37.344,-88.317,41.362,-73.064
New Jersey,Minnesota,3,40.667,-74.266,45.908,-93.506
Mississippi,Oklahoma,3,32.829,-89.82,34.995,-95.951
Oklahoma,Tennessee,8,35.718,-96.675,35.765,-87.784
South Dakota,Iowa,18,43.4,-96.764,42.387,-95.351
Wisconsin,Montana,2,44.694,-88.08,46.618,-107.573
Oregon,Massachusetts,3,44.265,-122.69,42.242,-71.243
New York,Georgia,67,40.909,-74.153,33.323,-83.98
Pennsylvania,Rhode Island,4,40.184,-75.654,41.734,-71.439
Oregon,Nevada,20,45.229,-122.416,37.531,-116.409
Missouri,South Dakota,3,38.818,-91.429,43.709,-97.61
Florida,Louisiana,57,28.199,-82.168,30.589,-91.275
North Carolina,Wisconsin,9,35.417,-80.148,44.169,-88.473
Ohio,Missouri,9,39.778,-83.113,38.969,-91.958
New York,California,192,40.947,-74.135,35.09,-119.29
Wisconsin,Iowa,15,43.352,-89.589,42.478,-91.86
Ohio,New Hampshire,1,39.685,-84.726,42.805,-71.302
New York,New Mexico,6,40.884,-73.896,35.142,-106.122
Arizona,New Mexico,83,33.811,-111.616,34.226,-106.585
Georgia,North Carolina,149,33.574,-83.829,35.469,-80.417
Pennsylvania,Maine,1,40.11,-75.355,43.507,-70.56
Wyoming,Texas,3,43.937,-109.513,31.204,-97.037
Kentucky,Utah,2,37.635,-87.182,37.298,-111.277
New Jersey,Nebraska,1,40.572,-74.414,41.501,-99.681
Connecticut,New York,262,41.343,-73.152,41.144,-73.935
Minnesota,Missouri,6,45.443,-93.329,38.747,-92.663
Connecticut,Michigan,3,41.622,-72.735,42.46,-83.312
Texas,District of Columbia,17,31.435,-96.39,38.898,-77.017
Colorado,District of Columbia,2,38.917,-105.16,38.901,-77.037
Indiana,Louisiana,1,40.417,-86.875,30.458,-91.14
Nebraska,Texas,6,41.309,-96.506,30.906,-96.52
Mississippi,Texas,60,32.393,-89.762,31.671,-96.679
District of Columbia,California,47,38.9,-77.028,35.855,-119.917
Missouri,Kentucky,11,38.486,-91.106,37.905,-85.931
California,Nevada,482,35.586,-118.895,36.986,-116.246
West Virginia,West Virginia,4050,38.865,-80.956,38.87,-80.901
Indiana,North Dakota,2,41.449,-87.11,46.865,-96.83
South Dakota,West Virginia,1,43.375,-99.858,38.119,-82.598
Kentucky,Missouri,14,37.746,-85.477,38.466,-91.06
Connecticut,District of Columbia,1,41.057,-73.539,38.892,-76.988
Georgia,Oklahoma,5,33.96,-84.498,35.479,-98.065
Oregon,North Carolina,1,45.993,-123.923,35.76,-79.019
Georgia,Utah,6,33.646,-84.458,40.716,-111.914
Indiana,Iowa,4,40.597,-87.005,41.768,-93.215
North Carolina,Georgia,199,35.51,-80.546,33.284,-83.479
Florida,District of Columbia,23,27.278,-81.367,38.898,-77.02
Georgia,Colorado,10,33.721,-84.251,39.75,-105.002
California,North Carolina,54,34.628,-118.716,35.379,-80.014
New Jersey,Michigan,2,40.187,-74.512,42.543,-83.153
North Carolina,Massachusetts,13,35.62,-79.704,42.301,-71.568
Nebraska,Arkansas,1,41.271,-99.29,34.402,-92.406
Maryland,Illinois,10,39.092,-76.739,41.24,-88.11
Maryland,Oklahoma,1,39.241,-76.691,35.483,-97.552
Maine,Tennessee,1,44.849,-67.166,35.092,-85.243
New York,Nebraska,2,40.752,-73.967,40.861,-96.893
Texas,Connecticut,5,30.685,-99.214,41.341,-73.151
Alabama,Texas,61,32.881,-87.136,31.215,-97.281
Nevada,Wyoming,3,36.173,-115.181,42.015,-105.905
Montana,Wyoming,8,45.607,-109.702,43.987,-107.409
District of Columbia,New Mexico,1,38.896,-77.038,34.166,-106.026
Nebraska,Iowa,71,41.269,-96.164,41.597,-94.98
North Carolina,Minnesota,7,35.38,-79.604,45.181,-93.195
Utah,Connecticut,1,41.111,-112.026,41.764,-72.685
Idaho,Michigan,1,42.561,-114.465,42.12,-83.539
New York,Indiana,12,41.282,-74.682,39.665,-86.284
Texas,Wisconsin,9,30.979,-98.827,43.7,-88.433
Massachusetts,Oregon,1,42.27,-71.616,42.053,-124.284
Montana,Ohio,2,47.097,-111.469,41.298,-81.177
Delaware,South Carolina,2,39.321,-75.542,34.734,-80.609
Washington,Maine,1,47.686,-122.337,43.658,-70.254
Illinois,Georgia,51,41.481,-88.035,33.559,-84.165
Nevada,Tennessee,15,36.893,-116.291,35.823,-86.478
Connecticut,Nevada,1,41.927,-72.667,36.233,-115.223
Kentucky,Nebraska,2,37.356,-85.738,41.034,-98.259
Tennessee,Massachusetts,6,36.096,-86.242,42.37,-71.415
Ohio,Mississippi,5,39.535,-84.433,32.79,-89.059
Missouri,Mississippi,6,37.634,-92.375,33.563,-89.358
North Dakota,Ohio,1,48.0,-100.0,41.473,-84.552
New York,Mississippi,3,40.693,-73.895,32.246,-89.758
Florida,Wisconsin,8,28.791,-81.96,43.067,-88.628
Connecticut,Texas,7,41.197,-73.406,31.943,-98.564
Washington,Wyoming,1,47.164,-122.526,41.915,-109.466
Georgia,Washington,21,33.335,-83.817,47.298,-121.443
Arizona,New Jersey,5,33.481,-111.88,40.346,-74.244
Michigan,Connecticut,1,42.353,-83.099,41.6,-72.7
North Carolina,South Carolina,484,35.291,-80.601,34.253,-80.957
Maryland,Kentucky,6,39.131,-76.979,37.992,-83.909
Texas,North Carolina,31,31.183,-97.392,35.407,-80.204
North Dakota,Montana,3,47.524,-103.205,46.432,-110.304
Maryland,Idaho,1,39.29,-76.612,42.563,-114.461
California,Kentucky,17,36.332,-120.352,37.904,-85.74
North Carolina,Oregon,1,35.316,-82.459,44.0,-120.5
Tennessee,North Dakota,2,36.078,-85.364,47.379,-96.933
District of Columbia,Florida,24,38.898,-77.022,27.342,-80.976
Kansas,Louisiana,4,38.809,-98.516,30.745,-91.283
New York,Wisconsin,2,40.845,-73.125,43.673,-88.791
Virginia,Indiana,8,38.008,-77.265,40.682,-86.122
Pennsylvania,North Carolina,26,40.303,-76.492,35.257,-78.985
Arizona,Alabama,1,33.414,-111.832,32.576,-86.681
Rhode Island,Rhode Island,4643,41.75,-71.438,41.747,-71.438
Pennsylvania,Idaho,1,40.431,-79.981,43.499,-112.034
Missouri,Arkansas,32,37.504,-92.541,35.401,-92.667
New Hampshire,Texas,1,42.753,-71.504,32.846,-97.095
Tennessee,New York,22,35.894,-86.499,41.28,-74.891
Minnesota,South Carolina,1,44.905,-92.924,33.929,-79.256
Idaho,Oklahoma,1,43.598,-116.238,35.483,-97.552
New Mexico,Tennessee,5,34.538,-105.448,35.431,-87.899
Iowa,Michigan,3,41.692,-94.055,42.405,-84.294
Washington,Arizona,12,47.494,-122.164,33.597,-112.081
Michigan,Idaho,1,42.353,-83.099,43.579,-116.57
Virginia,Utah,4,37.945,-77.391,40.847,-111.476
Arizona,Massachusetts,11,33.35,-111.919,42.408,-71.248
Michigan,North Carolina,13,42.418,-83.591,35.525,-80.352
Kansas,Missouri,341,38.882,-94.92,38.962,-94.216
Maryland,Washington,3,38.971,-76.42,46.888,-122.088
Massachusetts,New Hampshire,201,42.505,-71.23,43.092,-71.362
South Carolina,Massachusetts,2,33.493,-81.545,42.314,-71.089
Kansas,Florida,14,38.954,-99.667,26.715,-81.086
Wyoming,Oklahoma,1,41.008,-106.207,35.219,-97.482
Washington,Louisiana,1,47.683,-122.4,30.366,-91.023
Idaho,Colorado,3,43.285,-114.076,38.934,-105.97
Massachusetts,Georgia,17,42.345,-71.151,33.532,-84.088
West Virginia,North Carolina,9,38.18,-81.309,35.487,-80.383
Maine,Montana,1,43.626,-70.285,45.678,-111.036
Massachusetts,Wisconsin,1,42.36,-71.059,42.585,-87.821
North Dakota,South Dakota,3,46.865,-96.83,44.607,-99.099
California,Minnesota,22,35.984,-120.007,45.234,-93.453
Texas,New Jersey,26,30.536,-96.352,40.536,-74.272
Tennessee,Vermont,1,36.165,-86.784,43.872,-72.451
Nevada,Arkansas,1,36.008,-115.041,34.553,-93.895
North Carolina,Nevada,5,35.321,-79.704,36.553,-115.734
Georgia,Nebraska,2,33.852,-84.46,41.378,-97.806
New York,Florida,155,41.031,-74.226,26.995,-80.89
Utah,New Jersey,4,40.365,-111.595,40.703,-74.086
North Carolina,Texas,41,35.494,-80.132,31.287,-97.16
Arizona,Missouri,5,34.188,-112.009,38.885,-92.352
Ohio,Nevada,6,40.321,-82.53,37.44,-116.872
Michigan,Kentucky,10,42.565,-84.05,37.954,-84.997
Nevada,Texas,82,36.286,-115.37,31.112,-97.776
Kentucky,Maryland,5,38.129,-84.295,38.919,-76.912
New Hampshire,Connecticut,6,43.21,-71.687,41.465,-72.997
Iowa,Colorado,11,41.705,-93.022,39.552,-104.958
South Dakota,South Dakota,1680,43.862,-98.29,43.874,-98.376
Utah,Massachusetts,3,41.065,-111.896,42.324,-71.105
Virginia,Vermont,1,38.881,-77.102,43.872,-72.451
Wisconsin,Indiana,15,43.214,-88.238,40.922,-86.792
Texas,California,263,31.562,-97.539,35.025,-119.118
Ohio,Kentucky,250,39.383,-84.131,38.558,-84.745
Utah,California,52,39.526,-111.859,35.296,-118.93
Missouri,Illinois,224,38.664,-90.811,39.211,-89.599
Minnesota,Maryland,3,46.082,-94.238,39.282,-76.008
Pennsylvania,Wyoming,1,41.467,-75.557,44.962,-110.714
West Virginia,California,3,39.207,-81.31,34.834,-119.255
Tennessee,North Carolina,73,35.912,-84.85,35.427,-80.859
Nebraska,Arizona,6,41.051,-97.337,34.192,-111.881
District of Columbia,South Carolina,8,38.904,-77.035,33.779,-79.959
California,Montana,2,36.278,-119.92,45.671,-111.043
Texas,Oregon,15,31.228,-97.097,44.617,-123.251
Nebraska,Alabama,1,41.256,-95.93,33.535,-88.032
Texas,New Hampshire,2,31.465,-98.428,42.88,-71.181
Maryland,Tennessee,8,39.272,-76.732,36.058,-85.162
Indiana,Texas,22,39.818,-86.349,31.839,-97.91
West Virginia,Massachusetts,1,37.657,-81.764,42.653,-72.704
Indiana,Kentucky,149,38.704,-86.083,38.088,-85.758
South Dakota,Massachusetts,1,44.946,-96.742,42.287,-71.154
New Mexico,Texas,178,33.389,-105.698,31.633,-100.587
Nevada,Maryland,8,36.135,-115.181,39.161,-76.593
Colorado,Alabama,4,39.948,-105.752,33.418,-86.613
Ohio,North Carolina,21,40.447,-82.275,35.575,-79.847
South Carolina,South Carolina,14918,34.006,-80.858,33.976,-80.857
Michigan,Wyoming,2,43.566,-83.818,44.572,-109.316
Iowa,New Mexico,3,41.824,-93.651,35.502,-107.403
Virginia,Washington,9,37.766,-77.298,47.365,-121.41
Minnesota,Florida,7,45.084,-93.914,27.916,-81.747
Alabama,New York,10,32.894,-87.049,41.085,-74.538
West Virginia,Idaho,1,39.524,-80.37,42.544,-114.438
Oklahoma,South Dakota,1,35.219,-97.482,45.663,-97.049
Nebraska,Oklahoma,2,41.033,-98.458,35.815,-96.84
Wisconsin,South Carolina,2,44.521,-89.608,34.861,-82.104
Georgia,Michigan,28,33.816,-84.143,42.64,-83.991
Texas,Maryland,18,31.263,-96.675,39.119,-76.714
South Dakota,Montana,1,44.075,-103.233,45.688,-111.083
Indiana,Pennsylvania,17,40.315,-85.875,40.489,-77.64
New Hampshire,Vermont,16,43.412,-72.157,43.741,-72.575
Nevada,North Carolina,1,39.512,-119.827,35.45,-78.415
Washington,South Carolina,2,47.917,-119.725,33.245,-79.408
Georgia,District of Columbia,16,33.374,-84.139,38.896,-77.027
Arizona,Oregon,12,33.898,-112.198,45.157,-122.716
Minnesota,Oklahoma,2,45.614,-93.793,35.665,-96.679
New York,Nevada,23,40.776,-73.92,36.496,-115.518
Wisconsin,Illinois,186,42.899,-88.344,41.84,-88.265
South Carolina,Pennsylvania,12,33.832,-80.632,40.389,-77.667
Nevada,Massachusetts,3,36.151,-115.199,42.36,-71.561
Arizona,West Virginia,1,32.189,-110.916,38.928,-79.853
Maryland,Kansas,3,39.066,-76.817,39.027,-98.203
Rhode Island,New York,16,41.642,-71.485,41.238,-73.686
Oklahoma,Nevada,5,35.035,-97.997,36.082,-115.137
North Carolina,Nebraska,2,35.238,-79.17,41.254,-98.628
Maryland,Virginia,1356,39.015,-76.842,38.678,-77.405
North Carolina,Washington,5,35.359,-79.563,47.298,-122.363
Vermont,Rhode Island,2,43.706,-73.199,41.628,-71.467
Michigan,Oregon,6,42.59,-84.092,45.457,-122.28
California,Idaho,8,35.8,-119.506,45.076,-116.503
Nebraska,Nevada,2,41.051,-96.298,36.145,-115.141
Illinois,Texas,74,41.421,-88.078,30.954,-96.655
Texas,Minnesota,15,31.429,-97.134,45.41,-93.267
Indiana,Missouri,15,39.666,-86.179,38.101,-90.89
Indiana,Wisconsin,17,40.488,-86.693,43.223,-88.562
Utah,Oklahoma,2,40.572,-110.977,35.352,-97.498
North Carolina,Illinois,19,35.491,-80.37,41.649,-88.344
Pennsylvania,Massachusetts,18,40.402,-76.571,42.275,-71.351
New Jersey,Maryland,49,40.381,-74.526,39.102,-76.459
Georgia,Wyoming,1,33.757,-84.389,44.965,-110.62
Iowa,Kentucky,2,42.355,-92.777,37.551,-86.763
Louisiana,District of Columbia,3,30.093,-90.397,38.896,-77.029
Arkansas,Colorado,4,35.263,-91.952,39.02,-105.658
